"spkid","full_name","moid_ld","H","rot_per","pha"
54397460,"       (2023 UY3)",1.11,26.87,,N
54397461,"       (2023 UZ3)",0.815,26.42,,N
54397465,"       (2023 UD4)",1.19,28.02,,N
54397467,"       (2023 UG4)",1.49,26.45,,N
54397470,"       (2023 UK4)",8.61,26.58,,N
54397472,"       (2023 UM4)",1.13,26.35,,N
54397474,"       (2023 UQ4)",2.19,24.74,,N
54397476,"       (2023 UU4)",3.07,25.83,,N
54397478,"       (2023 UW4)",1.51,28.09,,N
54398124,"       (2023 UH5)",7.67,25.20,,N
54398128,"       (2023 UE6)",5.42,27.63,,N
54398129,"       (2023 UF6)",7.76,25.89,,N
54398133,"       (2023 UJ6)",6.84,27.58,,N
54398527,"       (2023 UP6)",3.86,25.59,,N
54398528,"       (2023 UR6)",2.19,26.48,,N
54398530,"       (2023 US6)",1.22,27.21,,N
54398532,"       (2023 UV6)",9.37,26.44,,N
54399080,"       (2023 UH7)",7.31,25.18,,N
54399083,"       (2023 UO7)",0.212,28.29,,N
54399087,"       (2023 UR7)",2.9,26.49,,N
54399487,"       (2023 UY8)",4.71,25.96,,N
54399488,"       (2023 UZ8)",8.82,26.79,,N
54399489,"       (2023 UA9)",9.99,25.00,,N
54399492,"       (2023 UH9)",0.0207,30.81,,N
54399491,"       (2023 UJ9)",1.79,27.71,,N
54399992,"       (2023 UL9)",4.57,25.79,,N
54401957,"       (2023 UH10)",0.0211,22.99,,N
54402004,"       (2023 UM10)",0.446,27.87,,N
54402005,"       (2023 UN10)",3.59,24.23,,N
54402007,"       (2023 UQ10)",1.79,27.31,,N
54402008,"       (2023 UR10)",0.0133,29.96,,N
54406289,"       (2023 UX27)",0.707,25.91,,N
54402051,"       (2023 VA)",0.0814,28.59,,N
54402069,"       (2023 VB)",1.84,25.24,,N
54402134,"       (2023 VC)",1.81,25.52,,N
54402137,"       (2023 VE)",2.74,27.53,,N
54402139,"       (2023 VG)",0.00785,28.28,,N
54402142,"       (2023 VJ)",9.26,25.49,,N
54402141,"       (2023 VK)",9.86,25.77,,N
54402361,"       (2023 VL)",6.29,24.26,,N
54402363,"       (2023 VN)",1.57,25.04,,N
54402365,"       (2023 VP)",6.07,24.55,,N
54402367,"       (2023 VR)",0.58,27.74,,N
54402369,"       (2023 VS)",0.503,29.84,,N
54402368,"       (2023 VT)",2.92,26.32,,N
54402370,"       (2023 VU)",2.16,26.24,,N
54402371,"       (2023 VV)",8.15,23.49,,N
54402372,"       (2023 VW)",0.303,27.99,,N
54402374,"       (2023 VY)",4.37,25.27,,N
54402453,"       (2023 VZ)",2.31,26.96,,N
54402454,"       (2023 VA1)",6.97,25.08,,N
54402456,"       (2023 VC1)",7.2,26.36,,N
54402457,"       (2023 VD1)",0.923,25.11,,N
54402458,"       (2023 VE1)",0.131,30.22,,N
54402459,"       (2023 VF1)",3.07,19.59,,Y
54402460,"       (2023 VG1)",2.04,27.20,,N
54402464,"       (2023 VK1)",0.123,25.64,,N
54402465,"       (2023 VM1)",0.928,24.62,,N
54402467,"       (2023 VO1)",0.149,29.60,,N
54402472,"       (2023 VR1)",1.95,25.83,,N
54402471,"       (2023 VS1)",8.3,24.98,,N
54402636,"       (2023 VV1)",0.0846,28.94,,N
54402638,"       (2023 VW1)",2.04,24.68,,N
54402637,"       (2023 VX1)",7.3,25.46,,N
54402639,"       (2023 VY1)",8.86,25.04,,N
54402640,"       (2023 VZ1)",2.65,27.85,,N
54402643,"       (2023 VB2)",0.0956,28.24,,N
54402642,"       (2023 VC2)",3.39,26.97,,N
54402646,"       (2023 VD2)",0.0755,30.08,,N
54402645,"       (2023 VE2)",5.85,27.88,,N
54402644,"       (2023 VF2)",5.37,27.15,,N
54402650,"       (2023 VK2)",0.00287,24.22,,N
54402651,"       (2023 VL2)",0.628,28.21,,N
54402653,"       (2023 VN2)",8.31,26.61,,N
54402654,"       (2023 VO2)",9.47,26.62,,N
54402970,"       (2023 VQ2)",3.31,26.42,,N
54402971,"       (2023 VR2)",7.5,25.35,,N
54402974,"       (2023 VT2)",9.93,26.13,,N
54402973,"       (2023 VU2)",1.09,28.37,,N
54402975,"       (2023 VW2)",9.97,24.34,,N
54402980,"       (2023 VZ2)",5.47,26.89,,N
54402981,"       (2023 VA3)",4.34,21.68,,Y
54402983,"       (2023 VC3)",2.77,25.95,,N
54402984,"       (2023 VD3)",0.219,27.09,,N
54402985,"       (2023 VE3)",1.25,26.95,,N
54402986,"       (2023 VF3)",8.44,26.38,,N
54402991,"       (2023 VK3)",6.8,28.20,,N
54403393,"       (2023 VM3)",8.01,26.84,,N
54403394,"       (2023 VN3)",0.536,25.03,,N
54403397,"       (2023 VP3)",0.247,29.49,,N
54403398,"       (2023 VR3)",6.37,26.50,,N
54403400,"       (2023 VS3)",0.873,20.90,,Y
54403796,"       (2023 VX3)",6.59,27.93,,N
54403795,"       (2023 VY3)",1.75,27.62,,N
54403797,"       (2023 VZ3)",9.54,26.54,,N
54403800,"       (2023 VC4)",0.522,27.00,,N
54403801,"       (2023 VD4)",0.305,28.19,,N
54403802,"       (2023 VE4)",1.24,24.87,,N
54403803,"       (2023 VF4)",0.734,25.82,,N
54403805,"       (2023 VK4)",7.53,25.83,,N
54403806,"       (2023 VP4)",2.93,28.49,,N
54403807,"       (2023 VQ4)",5.13,23.81,,N
54403809,"       (2023 VS4)",1.59,28.58,,N
54403813,"       (2023 VX4)",7.1,27.55,,N
54403817,"       (2023 VY4)",1.06,27.32,,N
54403816,"       (2023 VZ4)",0.627,24.71,,N
54403823,"       (2023 VG5)",4.04,25.71,,N
54403825,"       (2023 VJ5)",5.19,25.04,,N
54404084,"       (2023 VN5)",0.491,27.84,,N
54404083,"       (2023 VO5)",0.474,21.27,,Y
54404087,"       (2023 VP5)",2.78,28.20,,N
54404086,"       (2023 VQ5)",3,27.72,,N
54404085,"       (2023 VR5)",3.56,27.69,,N
54404091,"       (2023 VW5)",0.173,25.45,,N
54404094,"       (2023 VD6)",3.06,21.61,,Y
54404093,"       (2023 VE6)",1.48,27.16,,N
54404095,"       (2023 VF6)",5.94,27.16,,N
54404097,"       (2023 VH6)",0.623,25.60,,N
54404099,"       (2023 VK6)",1.53,26.91,,N
54404100,"       (2023 VL6)",8.62,26.64,,N
54404102,"       (2023 VN6)",7.63,23.53,,N
54404103,"       (2023 VO6)",5.53,28.11,,N
54404387,"       (2023 VA7)",0.978,27.17,,N
54404388,"       (2023 VB7)",1.79,20.91,,Y
54404389,"       (2023 VC7)",0.296,25.86,,N
54404390,"       (2023 VD7)",9.57,24.39,,N
54404391,"       (2023 VE7)",5.2,24.72,,N
54404392,"       (2023 VG7)",2.4,28.08,,N
54404631,"       (2023 VK7)",5,22.79,,N
54404632,"       (2023 VM7)",4.88,27.59,,N
54404633,"       (2023 VN7)",5.67,25.51,,N
54404635,"       (2023 VQ7)",5.31,24.94,,N
54404638,"       (2023 VV7)",6.05,26.67,,N
54404637,"       (2023 VW7)",7.3,26.41,,N
54404639,"       (2023 VX7)",1.21,27.04,,N
54404878,"       (2023 VE8)",8.99,25.15,,N
54404885,"       (2023 VP8)",3.6,26.00,,N
54405060,"       (2023 VX8)",7.9,23.99,,N
54405061,"       (2023 VY8)",4.07,25.10,,N
54405398,"       (2023 VH9)",3.34,26.44,,N
54405396,"       (2023 VK9)",1.98,26.40,,N
54405399,"       (2023 VN9)",5.45,21.31,,Y
54405402,"       (2023 VR9)",3.18,27.63,,N
54405405,"       (2023 VB10)",8.6,26.27,,N
54413287,"       (2023 VY20)",4.19,28.45,,N
54405970,"       (2023 WA)",0.0232,28.49,,N
54405972,"       (2023 WB)",1.55,26.54,,N
54406288,"       (2023 WD)",6.29,26.59,,N
54406290,"       (2023 WE)",0.639,27.43,,N
54406493,"       (2023 WH)",1.27,24.82,,N
54406496,"       (2023 WP)",5.96,23.07,,N
54406853,"       (2023 WT)",2.98,24.45,,N
54406855,"       (2023 WU)",1.61,27.16,,N
54406856,"       (2023 WV)",2.05,26.82,,N
54406857,"       (2023 WW)",3.83,24.72,,N
54406862,"       (2023 WC1)",5.56,26.48,,N
54406863,"       (2023 WD1)",6.37,25.07,,N
54407110,"       (2023 WE1)",7.67,26.68,,N
54407111,"       (2023 WG1)",3.14,26.70,,N
54407413,"       (2023 WY1)",2.09,27.74,,N
54407415,"       (2023 WZ1)",0.12,28.94,,N
54407414,"       (2023 WA2)",3.27,25.03,,N
54407417,"       (2023 WC2)",7.1,25.11,,N
54408020,"       (2023 WE2)",0.634,27.04,,N
54408021,"       (2023 WF2)",2.29,27.51,,N
54408022,"       (2023 WG2)",0.447,26.78,,N
54408083,"       (2023 WN2)",0.291,23.34,,N
54408084,"       (2023 WO2)",2.32,23.25,,N
54408087,"       (2023 WR2)",8.7,22.53,,N
54408195,"       (2023 WT2)",0.883,27.77,,N
54408196,"       (2023 WU2)",7.01,22.48,,N
54408326,"       (2023 WD3)",4.34,25.11,,N
54408327,"       (2023 WE3)",7.6,20.72,,Y
54411557,"       (2023 WO3)",2.67,24.70,,N
54414533,"       (2023 WQ7)",9.05,19.51,,Y
54415078,"       (2023 WY12)",6.07,23.97,,N
54416848,"       (2023 WV23)",5.13,23.68,,N
54412201,"       (2023 XA)",4.49,26.22,,N
54412200,"       (2023 XB)",0.988,28.84,,N
54412202,"       (2023 XC)",1.25,28.47,,N
54412203,"       (2023 XD)",1.25,26.89,,N
54412459,"       (2023 XG)",8.35,26.06,,N
54412460,"       (2023 XH)",3.63,26.69,,N
54412461,"       (2023 XJ)",0.435,28.67,,N
54412463,"       (2023 XL)",9.26,25.61,,N
54412468,"       (2023 XQ)",6.17,25.29,,N
54412470,"       (2023 XS)",8.09,25.39,,N
54412471,"       (2023 XT)",0.382,28.72,,N
54412472,"       (2023 XU)",0.801,29.59,,N
54412477,"       (2023 XZ)",2.75,28.45,,N
54413268,"       (2023 XA1)",6.46,24.10,,N
54413270,"       (2023 XB1)",8.17,22.48,,N
54413269,"       (2023 XC1)",5.51,26.48,,N
54413273,"       (2023 XF1)",2.41,26.70,,N
54413274,"       (2023 XG1)",1.49,23.97,,N
54413276,"       (2023 XJ1)",0.087,27.63,,N
54413277,"       (2023 XK1)",3.84,26.56,,N
54413278,"       (2023 XL1)",9.71,26.50,,N
54413279,"       (2023 XM1)",7.26,24.47,,N
54413280,"       (2023 XN1)",2.66,26.42,,N
54413282,"       (2023 XO1)",4.32,27.06,,N
54413286,"       (2023 XP1)",7.4,24.76,,N
54413288,"       (2023 XQ1)",1.73,27.38,,N
54413289,"       (2023 XR1)",8.9,26.01,,N
54413293,"       (2023 XV1)",8.2,21.34,,Y
54413294,"       (2023 XW1)",3.91,27.51,,N
54413303,"       (2023 XF2)",9.28,26.12,,N
54414130,"       (2023 XG2)",1.33,29.47,,N
54414131,"       (2023 XH2)",2.11,26.33,,N
54414132,"       (2023 XJ2)",0.435,24.30,,N
54414133,"       (2023 XK2)",7.62,26.80,,N
54414134,"       (2023 XL2)",0.251,30.17,,N
54414135,"       (2023 XM2)",0.94,26.66,,N
54414138,"       (2023 XP2)",1.37,26.43,,N
54414139,"       (2023 XQ2)",6.8,25.77,,N
54414141,"       (2023 XV2)",9.15,25.99,,N
54414142,"       (2023 XW2)",0.15,27.29,,N
54414143,"       (2023 XX2)",0.951,27.12,,N
54414144,"       (2023 XY2)",3.77,25.06,,N
54414145,"       (2023 XZ2)",0.928,27.67,,N
54414146,"       (2023 XA3)",3.61,27.32,,N
54414149,"       (2023 XD3)",1.12,27.04,,N
54414150,"       (2023 XE3)",0.0179,27.53,,N
54414152,"       (2023 XG3)",3.88,25.41,,N
54414153,"       (2023 XH3)",4.54,27.02,,N
54414578,"       (2023 XK3)",2.73,27.04,,N
54414580,"       (2023 XO3)",1.4,27.52,,N
54414582,"       (2023 XT3)",1.86,27.77,,N
54414584,"       (2023 XB4)",0.793,28.18,,N
54414585,"       (2023 XC4)",8.14,25.20,,N
54414589,"       (2023 XG4)",0.303,27.88,,N
54414592,"       (2023 XK4)",2.76,26.96,,N
54415070,"       (2023 XL4)",6.12,26.08,,N
54415075,"       (2023 XR4)",1.08,27.01,,N
54415076,"       (2023 XT4)",4,26.82,,N
54415077,"       (2023 XU4)",2.11,27.37,,N
54415081,"       (2023 XZ4)",2.43,24.05,,N
54415293,"       (2023 XP5)",8.04,25.66,,N
54415292,"       (2023 XQ5)",2.45,23.58,,N
54415296,"       (2023 XU5)",0.522,27.20,,N
54415298,"       (2023 XW5)",0.0808,28.69,,N
54415307,"       (2023 XF6)",0.582,25.51,,N
54415310,"       (2023 XH7)",0.604,27.60,,N
54415309,"       (2023 XJ7)",7.63,27.36,,N
54415863,"       (2023 XO7)",5.88,25.92,,N
54415867,"       (2023 XU7)",6.3,24.91,,N
54415871,"       (2023 XA8)",1.91,22.69,,N
54415878,"       (2023 XW9)",5.42,26.17,,N
54415882,"       (2023 XC10)",4.93,24.65,,N
54415884,"       (2023 XJ10)",0.764,25.53,,N
54415888,"       (2023 XN10)",0.249,23.80,,N
54415890,"       (2023 XO10)",8.41,26.54,,N
54415892,"       (2023 XQ10)",0.534,26.39,,N
54415895,"       (2023 XS10)",2.9,25.77,,N
54415894,"       (2023 XT10)",1.49,28.09,,N
54415896,"       (2023 XU10)",5.44,27.66,,N
54415897,"       (2023 XV10)",3.19,25.43,,N
54416577,"       (2023 XW10)",1.42,25.52,,N
54416580,"       (2023 XY10)",2.54,21.23,,Y
54416585,"       (2023 XL11)",1.7,26.67,,N
54416586,"       (2023 XN11)",2.51,24.68,,N
54416714,"       (2023 XZ11)",3.64,25.20,,N
54416716,"       (2023 XE12)",7.9,24.62,,N
54416719,"       (2023 XQ12)",6.42,24.84,,N
54416720,"       (2023 XR12)",6.3,20.70,,Y
54416722,"       (2023 XS12)",2.62,25.90,,N
54416842,"       (2023 XC13)",1.57,26.77,,N
54416844,"       (2023 XJ13)",9.42,27.01,,N
54416845,"       (2023 XK13)",4.45,23.12,,N
54416849,"       (2023 XN13)",1.09,28.16,,N
54416851,"       (2023 XP13)",0.331,25.55,,N
54416853,"       (2023 XS13)",4.01,24.27,,N
54416857,"       (2023 XZ13)",0.0733,28.43,,N
54416855,"       (2023 XA14)",5.46,27.33,,N
54416858,"       (2023 XC14)",0.343,23.69,,N
54416955,"       (2023 XL14)",0.576,27.90,,N
54416957,"       (2023 XN14)",3.33,23.61,,N
54416958,"       (2023 XO14)",2.51,29.16,,N
54416960,"       (2023 XR14)",0.63,28.34,,N
54416961,"       (2023 XS14)",7.64,25.83,,N
54416964,"       (2023 XW14)",2.97,21.41,,Y
54417170,"       (2023 XM15)",1.38,24.21,,N
54417171,"       (2023 XN15)",1.97,26.69,,N
54417172,"       (2023 XO15)",9.97,25.82,,N
54417175,"       (2023 XK16)",3.31,24.87,,N
54417534,"       (2023 XN16)",9.69,23.55,,N
54417535,"       (2023 XQ16)",0.0567,30.58,,N
54417536,"       (2023 XR16)",8.81,26.75,,N
54417540,"       (2023 XS17)",0.694,24.96,,N
54417547,"       (2023 XD18)",3.5,26.64,,N
54417651,"       (2023 XG18)",2.05,28.40,,N
54417652,"       (2023 XH18)",3.06,23.48,,N
54417979,"       (2023 XT20)",1.02,25.61,,N
54417537,"       (2023 YA)",3.73,24.96,,N
54417539,"       (2023 YB)",3.44,25.55,,N
54417543,"       (2023 YD)",1.13,25.61,,N
54417548,"       (2023 YG)",0.233,27.01,,N
54417550,"       (2023 YH)",8.01,23.79,,N
54417551,"       (2023 YJ)",4.7,27.86,,N
54417552,"       (2023 YL)",7.73,21.08,,Y
54417553,"       (2023 YM)",9.52,24.92,,N
54417554,"       (2023 YO)",4.42,28.55,,N
54417557,"       (2023 YP)",0.474,27.99,,N
54417653,"       (2023 YR)",2.25,24.90,,N
54417654,"       (2023 YS)",5.29,25.55,,N
54417655,"       (2023 YT)",4.53,26.22,,N
54417658,"       (2023 YX)",0.427,23.34,,N
54417745,"       (2023 YZ)",5.57,25.73,,N
54417774,"       (2023 YA1)",3.05,28.21,,N
54418267,"       (2023 YO1)",1.83,25.93,,N
54418438,"       (2023 YR1)",5.73,25.68,,N
54418496,"       (2023 YV1)",8.52,23.68,,N
54418648,"       (2023 YX1)",3.05,24.86,,N
54418650,"       (2023 YY1)",5.54,25.77,,N
54418792,"       (2023 YC2)",0.347,27.23,,N
54419181,"       (2023 YH2)",5.39,22.45,,N
54418497,"       (2024 AA)",0.908,27.41,,N
54418499,"       (2024 AB)",1.38,27.51,,N
54418498,"       (2024 AC)",3.82,25.50,,N
54418649,"       (2024 AD)",0.671,28.76,,N
54418651,"       (2024 AE)",1.71,25.10,,N
54418654,"       (2024 AG)",0.342,25.96,,N
54418655,"       (2024 AH)",9.34,23.73,,N
54418657,"       (2024 AJ)",2.53,27.30,,N
54418794,"       (2024 AL)",0.892,27.70,,N
54418797,"       (2024 AM)",0.168,27.83,,N
54419012,"       (2024 AN)",7.26,26.49,,N
54419013,"       (2024 AO)",7.21,24.22,,N
54419018,"       (2024 AR)",2.9,23.63,,N
54419017,"       (2024 AT)",4.3,22.70,,N
54419019,"       (2024 AV)",5.16,26.53,,N
54419183,"       (2024 AE1)",4.26,27.23,,N
54419186,"       (2024 AH1)",8.72,25.84,,N
54419187,"       (2024 AJ1)",6.83,22.15,,N
54419347,"       (2024 AM1)",3.52,24.50,,N
54419482,"       (2024 AN1)",3.36,26.58,,N
54419483,"       (2024 AO1)",6.4,23.04,,N
54419485,"       (2024 AQ1)",1.81,23.72,,N
54419486,"       (2024 AR1)",6,26.05,,N
54419487,"       (2024 AS1)",1.42,27.32,,N
54419602,"       (2024 AB2)",0.508,26.83,,N
54419611,"       (2024 AL2)",2.82,27.38,,N
54419612,"       (2024 AM2)",6.35,24.92,,N
54419613,"       (2024 AN2)",3.21,21.68,,Y
54419694,"       (2024 AP2)",1.42,24.63,,N
54419695,"       (2024 AR2)",2.65,26.42,,N
54419697,"       (2024 AT2)",3.7,27.34,,N
54419698,"       (2024 AV2)",1.3,26.64,,N
54419703,"       (2024 AY2)",6.07,26.96,,N
54419705,"       (2024 AA3)",4.73,25.76,,N
54419806,"       (2024 AB3)",6.67,26.55,,N
54419807,"       (2024 AC3)",4.06,25.25,,N
54419809,"       (2024 AE3)",4.92,24.47,,N
54419810,"       (2024 AF3)",3.17,26.96,,N
54419811,"       (2024 AG3)",1.01,27.67,,N
54419812,"       (2024 AH3)",0.321,25.67,,N
54419816,"       (2024 AL3)",0.869,23.70,,N
54419817,"       (2024 AM3)",5.31,26.60,,N
54420152,"       (2024 AQ3)",3.3,26.42,,N
54420153,"       (2024 AR3)",6.82,23.60,,N
54420155,"       (2024 AV3)",0.866,25.78,,N
54420157,"       (2024 AX3)",4.45,27.67,,N
54420280,"       (2024 AZ3)",0.613,28.78,,N
54420282,"       (2024 AA4)",2.94,20.32,,Y
54420283,"       (2024 AC4)",1.44,27.28,,N
54420442,"       (2024 AE4)",1.87,28.72,,N
54420444,"       (2024 AG4)",0.291,28.44,,N
54420445,"       (2024 AH4)",8,25.62,,N
54420624,"       (2024 AM4)",0.0539,28.71,,N
54420784,"       (2024 AQ4)",3.23,25.76,,N
54420789,"       (2024 AU4)",5.33,23.14,,N
54420790,"       (2024 AV4)",4.27,25.33,,N
54420793,"       (2024 AX4)",6.95,21.13,,Y
54421652,"       (2024 AL6)",2.63,25.67,,N
54420792,"       (2024 BA)",2.15,25.99,,N
54421065,"       (2024 BC)",1.41,27.17,,N
54421066,"       (2024 BD)",6.98,25.38,,N
54421069,"       (2024 BF)",0.56,24.51,,N
54421075,"       (2024 BJ)",0.478,26.27,,N
54421076,"       (2024 BK)",2.9,24.71,,N
54421077,"       (2024 BL)",4.27,27.26,,N
54421078,"       (2024 BM)",7.3,27.00,,N
54421081,"       (2024 BP)",5.68,26.45,,N
54421083,"       (2024 BQ)",4.75,24.87,,N
54421379,"       (2024 BU)",3.91,28.30,,N
54421380,"       (2024 BV)",5.61,27.43,,N
54421383,"       (2024 BY)",5.54,26.32,,N
54421385,"       (2024 BZ)",8.15,27.27,,N
54421386,"       (2024 BA1)",8.34,27.00,,N
54421388,"       (2024 BE1)",0.683,28.94,,N
54421389,"       (2024 BF1)",1.6,23.28,,N
54421391,"       (2024 BH1)",4.28,26.14,,N
54421395,"       (2024 BM1)",2.02,26.03,,N
54421643,"       (2024 BP1)",8.39,24.77,,N
54421644,"       (2024 BQ1)",0.635,30.07,,N
54421646,"       (2024 BS1)",0.262,27.35,,N
54421649,"       (2024 BV1)",7.4,27.21,,N
54421650,"       (2024 BW1)",3.48,25.12,,N
54421651,"       (2024 BX1)",0.00412,32.71,,N
54421910,"       (2024 BY1)",1.27,25.71,,N
54421917,"       (2024 BG2)",0.837,26.96,,N
54422036,"       (2024 BH2)",4.06,24.30,,N
54422161,"       (2024 BR2)",0.751,27.08,,N
54422165,"       (2024 BV2)",8.21,27.67,,N
54422948,"       (2024 BA3)",0.784,28.86,,N
54423042,"       (2024 BJ3)",0.585,26.02,,N
54423046,"       (2024 BN3)",5.39,27.47,,N
54423050,"       (2024 BO3)",8.88,26.73,,N
54423047,"       (2024 BP3)",1.56,27.50,,N
54423049,"       (2024 BQ3)",2.28,26.73,,N
54423048,"       (2024 BR3)",9.99,25.20,,N
54423053,"       (2024 BV3)",1.34,26.79,,N
54423136,"       (2024 BZ3)",2.42,27.80,,N
54423137,"       (2024 BA4)",9.16,26.77,,N
54423141,"       (2024 BD4)",0.826,26.52,,N
54423311,"       (2024 BP4)",0.455,26.95,,N
54423317,"       (2024 BW4)",1.52,24.13,,N
54423318,"       (2024 BA5)",4.28,26.02,,N
54423320,"       (2024 BC5)",2.82,24.82,,N
54423323,"       (2024 BF5)",6.04,25.44,,N
54423325,"       (2024 BH5)",9.49,23.83,,N
54423326,"       (2024 BJ5)",5.52,22.52,,N
54423681,"       (2024 BV5)",1.36,24.21,,N
54423505,"       (2024 BX5)",0.915,27.51,,N
54423512,"       (2024 BC6)",0.0744,28.09,,N
54423828,"       (2024 BS6)",2.9,25.59,,N
54425075,"       (2024 BC8)",5.93,25.40,,N
54427460,"       (2024 BZ15)",0.261,26.40,,N
54427461,"       (2024 BA16)",0.374,28.94,,N
54423507,"       (2024 CB)",5.67,26.03,,N
54423509,"       (2024 CC)",3.79,25.18,,N
54423511,"       (2024 CD)",0.353,25.53,,N
54423782,"       (2024 CG)",2.16,26.46,,N
54423784,"       (2024 CH)",2.11,25.94,,N
54423783,"       (2024 CJ)",5.21,25.20,,N
54423785,"       (2024 CK)",4.81,25.31,,N
54423829,"       (2024 CR)",0.299,26.93,,N
54423831,"       (2024 CS)",2.65,25.40,,N
54423832,"       (2024 CT)",1.49,26.82,,N
54423834,"       (2024 CU)",0.376,26.40,,N
54423944,"       (2024 CZ)",5.53,26.61,,N
54423947,"       (2024 CB1)",3.26,24.15,,N
54423948,"       (2024 CD1)",3.09,26.43,,N
54423949,"       (2024 CE1)",7.91,25.60,,N
54424571,"       (2024 CJ1)",0.706,28.43,,N
54424572,"       (2024 CK1)",0.583,29.36,,N
54424573,"       (2024 CL1)",2.62,25.74,,N
54425755,"       (2024 CU1)",1.34,26.72,,N
54425758,"       (2024 CV1)",4.3,28.68,,N
54425949,"       (2024 CY1)",0.32,29.23,,N
54425950,"       (2024 CA2)",9.42,24.35,,N
54426070,"       (2024 CF2)",1.01,26.53,,N
54426071,"       (2024 CG2)",2.59,23.09,,N
54426072,"       (2024 CH2)",3.13,26.02,,N
54426077,"       (2024 CO2)",1.11,26.84,,N
54426078,"       (2024 CQ2)",0.861,27.47,,N
54426079,"       (2024 CR2)",2.26,23.95,,N
54426234,"       (2024 CA3)",0.00342,23.56,,N
54426240,"       (2024 CF3)",5.39,26.30,,N
54426461,"       (2024 CL3)",6.4,26.34,,N
54426466,"       (2024 CZ3)",0.503,24.96,,N
54426469,"       (2024 CC4)",4.47,27.52,,N
54426470,"       (2024 CD4)",3.97,26.64,,N
54426471,"       (2024 CE4)",0.121,27.29,,N
54426472,"       (2024 CF4)",8.91,25.01,,N
54426473,"       (2024 CH4)",0.112,27.70,,N
54426477,"       (2024 CO4)",2.55,26.57,,N
54426740,"       (2024 CP4)",5.44,25.36,,N
54426741,"       (2024 CQ4)",4.02,25.25,,N
54426743,"       (2024 CK5)",7.29,27.50,,N
54426744,"       (2024 CL5)",1.22,26.09,,N
54426745,"       (2024 CM5)",0.049,28.34,,N
54426749,"       (2024 CQ5)",6.98,22.63,,N
54426885,"       (2024 CJ6)",2.14,26.51,,N
54426890,"       (2024 CR6)",1.05,27.95,,N
54426891,"       (2024 CS6)",6.73,26.15,,N
54426889,"       (2024 CT6)",0.777,29.19,,N
54426893,"       (2024 CW6)",1.07,27.59,,N
54426896,"       (2024 CZ6)",1.99,25.43,,N
54427162,"       (2024 CB7)",4.27,26.03,,N
54427163,"       (2024 CC7)",6.51,26.36,,N
54427164,"       (2024 CE7)",9.21,24.77,,N
54427165,"       (2024 CF7)",0.188,29.46,,N
54427167,"       (2024 CS7)",7.68,25.11,,N
54427168,"       (2024 CT7)",5.79,26.70,,N
54427172,"       (2024 CA8)",6.02,24.32,,N
54427176,"       (2024 CE8)",1.93,25.46,,N
54427183,"       (2024 CK8)",5.79,25.29,,N
54427185,"       (2024 CN8)",0.303,28.95,,N
54427296,"       (2024 CT8)",0.495,26.54,,N
54427298,"       (2024 CV8)",1.2,26.25,,N
54427175,"       (2024 DA)",0.157,27.41,,N
54427297,"       (2024 DD)",1.78,27.94,,N
54427299,"       (2024 DE)",4.29,27.81,,N
54427456,"       (2024 DH)",4.2,26.16,,N
54427463,"       (2024 DL)",4.29,26.04,,N
54427465,"       (2024 DM)",6.06,24.96,,N
54427467,"       (2024 DN)",1.43,25.39,,N
54427468,"       (2024 DP)",3.95,25.45,,N
54427469,"       (2024 DQ)",6.93,24.87,,N
54427936,"       (2024 DS)",4.31,25.93,,N
54427941,"       (2024 DV)",1.08,26.25,,N
54427942,"       (2024 DW)",0.331,27.14,,N
54427943,"       (2024 DX)",1.61,27.29,,N
54427945,"       (2024 DY)",0.265,29.02,,N
54427944,"       (2024 DZ)",3.25,28.45,,N
54427946,"       (2024 DA1)",5.88,24.56,,N
54427947,"       (2024 DB1)",4.85,23.29,,N
