"spkid","full_name","moid_ld","H","rot_per","pha"
20528804,"528804 (2009 BJ58)",6.37,19.02,,Y
20528807,"528807 (2009 BL71)",4.2,22.07,,N
20529366,"529366 (2009 WM1)",0.0433,20.42,,Y
20529951,"529951 (2010 UD)",6.07,21.08,,Y
20530520,"530520 (2011 LT17)",1.57,21.85,1.291,Y
20530974,"530974 (2012 BN11)",8.19,20.77,5.357,Y
20531277,"531277 (2012 MM11)",4.41,20.30,13.,Y
20533372,"533372 (2014 GG17)",5.94,20.18,,Y
20535844,"535844 (2015 BY310)",9.07,21.89,0.0926702,Y
20536531,"536531 (2015 DV215)",2.88,20.46,,Y
20537395,"537395 (2015 LG2)",6.69,20.48,16.31,Y
20538212,"538212 (2016 CA136)",2.74,19.35,,Y
20539063,"539063 (2016 MK1)",9.39,19.12,,Y
20549948,"549948 (2011 WL2)",0.59,20.84,,Y
20585310,"585310 (2017 YZ1)",0.512,20.34,,Y
20612012,"612012 (1983 LC)",9.73,19.47,,Y
20612050,"612050 (1997 GL3)",1.57,19.14,7.572,Y
20612094,"612094 (1999 NW2)",5.95,23.27,4.2,N
20612098,"612098 (1999 RM45)",1.51,19.82,3.0697,Y
20612197,"612197 (2000 WP19)",1.33,22.93,,N
20612267,"612267 (2001 SG286)",2.29,20.91,,Y
20612337,"612337 (2002 EY2)",0.122,19.45,,Y
20612356,"612356 (2002 JX8)",8.16,19.99,,Y
20612358,"612358 (2002 JE9)",2.95,21.40,,Y
20612509,"612509 (2002 UK11)",4.8,21.89,8,Y
20612522,"612522 (2002 VP69)",9.51,18.22,,Y
20612780,"612780 (2004 MD)",5.56,20.16,,Y
20612786,"612786 (2004 PJ2)",8.94,21.57,,Y
20612901,"612901 (2004 XP14)",1.19,19.79,100,Y
20612924,"612924 (2005 CL)",9.32,20.29,,Y
20613286,"613286 (2005 YQ96)",7.49,20.63,,Y
20613400,"613400 (2006 FH36)",6.67,23.03,,N
20613403,"613403 (2006 GB)",3.44,20.23,11.83,Y
20613471,"613471 (2006 RJ1)",0.544,22.27,,N
20613569,"613569 (2006 TU7)",9.22,21.95,,Y
20613862,"613862 (2007 UY1)",2.19,23.10,,N
20613995,"613995 (2008 NP3)",5.91,22.85,,N
20614134,"614134 (2008 TC4)",1.3,21.65,,Y
20614433,"614433 (2009 KK)",0.622,20.58,,Y
20614470,"614470 Flordeneu (2009 ST19)",4.24,18.38,,Y
20619106,"619106 (2005 SQ)",2.18,20.11,,Y
20620055,"620055 (2003 BK47)",8.04,17.76,45.1,Y
20620056,"620056 (2004 UR1)",7.23,20.53,,Y
20620063,"620063 (2009 DH39)",7.74,18.59,,Y
20620066,"620066 (2010 SC41)",0.448,19.86,5.665,Y
20620071,"620071 (2011 WN15)",1.35,19.64,2.9656,Y
20620082,"620082 (2014 QL433)",3.37,19.88,,Y
20620085,"620085 (2014 WG365)",4.11,20.12,,Y
20620094,"620094 (2016 AJ193)",5.72,18.98,,Y
20620095,"620095 (2016 CB194)",0.327,17.70,,Y
20620096,"620096 Curupira (2016 HL)",3.08,19.86,2.93,Y
20620100,"620100 (2016 WJ1)",0.103,21.35,2.68,Y
20657084,"657084 (2016 GT220)",9.27,17.83,,Y
20660096,"660096 (1998 SL36)",8.5,20.23,,Y
20669051,"669051 (2012 SD22)",6.89,20.08,,Y
20669555,"669555 (2012 YQ1)",2.49,21.11,,Y
20671294,"671294 (2014 JO25)",2.18,17.89,4.5286,Y
20671970,"671970 (2014 QO296)",4.93,20.05,,Y
20673011,"673011 (2015 AR45)",6.8,20.00,,Y
20674590,"674590 (2015 RH2)",4.23,22.00,10.672,Y
20675603,"675603 (2015 XE352)",5.85,20.94,6.9182,Y
20678413,"678413 (2017 SV20)",2.91,18.76,,Y
20678927,"678927 (2018 BP)",1.25,20.56,0.9476,Y
20678976,"678976 (2018 EH4)",9.42,21.68,,Y
20679648,"679648 (2019 XS)",1.5,23.85,2.35,N
20679656,"679656 (2020 BP13)",3.9,21.06,,Y
20679786,"679786 (2020 QG3)",6.37,21.21,,Y
20679885,"679885 (2021 NQ5)",0.0498,21.14,,Y
20686964,"686964 (2011 GM44)",9.61,19.68,,Y
20696513,"696513 (2016 NL56)",1.22,20.91,,Y
20712200,"712200 (2014 SM143)",2.13,20.39,2.91,Y
20741081,"741081 (2005 LW3)",0.453,21.67,3.6,Y
20741232,"741232 (2005 TU50)",3.59,21.47,,Y
20741491,"741491 (2006 DU62)",2.29,17.99,,Y
20741537,"741537 (2006 HV5)",6.56,19.41,,Y
20744281,"744281 (2009 HD21)",6.12,18.24,,Y
20745311,"745311 (2010 XC15)",0.91,21.48,2.673,Y
20746192,"746192 (2011 TC4)",6.1,20.32,,Y
20746333,"746333 (2011 UC292)",6.2,22.89,,N
20748147,"748147 (2013 GG69)",8.48,18.88,,Y
20750500,"750500 (2014 VL6)",6.91,21.38,,Y
20756064,"756064 (2018 DA1)",1.09,18.88,,Y
20756065,"756065 (2018 DH1)",5.41,21.14,5,Y
20761121,"761121 (2009 KK8)",3.89,18.79,,Y
20771893,"771893 (2016 XO23)",2.15,20.85,,Y
20778852,"778852 (2011 AM24)",3.4,20.47,,Y
20779817,"779817 (2012 AD3)",9.84,19.58,,Y
20786479,"786479 (2015 YU7)",2.33,21.38,12.221,Y
20789058,"789058 (2017 MB1)",4.17,18.84,6.69,Y
20790012,"790012 (2018 EJ4)",4.32,21.38,7.485,Y
20791587,"791587 (2020 AD3)",6.12,21.61,8.434,Y
20792156,"792156 (2020 XR)",0.72,19.68,,Y
20793349,"793349 (2003 AY2)",8.31,19.81,,Y
20793531,"793531 (2004 CO49)",8.37,21.71,,Y
20794904,"794904 (2007 SQ6)",4.77,22.30,,N
20795994,"795994 (2008 YS27)",8.61,21.25,,Y
20797455,"797455 (2011 HJ7)",2.25,22.32,,N
20797489,"797489 (2011 MU)",9.53,20.33,,Y
20808862,"808862 (2018 UY)",3.03,20.70,,Y
20809875,"809875 (2020 BX12)",1.1,20.63,2.8,Y
20811221,"811221 (2022 FR3)",3.76,22.58,,N
20813899,"813899 (2007 VD12)",4.31,19.91,7.418,Y
20826663,"826663 (2021 PT)",1.67,21.87,,Y
20826799,"826799 (2023 OE6)",3.52,19.85,,Y
20826936,"826936 (1998 HH49)",0.933,21.37,,Y
20826941,"826941 (1998 QK28)",3.93,19.54,,Y
20827991,"827991 (2002 XQ40)",2.48,22.40,,N
20828534,"828534 (2004 TG10)",9.02,19.47,,Y
20829223,"829223 (2006 CT)",0.76,22.28,16.69,N
20835579,"835579 (2011 SM68)",0.221,19.62,,Y
20836356,"836356 (2012 OQ)",6.18,21.88,,Y
20837253,"837253 (2013 FW13)",4.99,21.67,,Y
20839444,"839444 (2014 QX432)",7.19,19.86,,Y
20850338,"850338 (2006 WJ3)",7.55,19.99,,Y
20853358,"853358 (2009 DL46)",4.06,21.99,42.26,N
20853873,"853873 (2009 TK12)",5.21,20.70,4.167,Y
20862524,"862524 (2014 QK434)",3.43,19.26,78.4,Y
20866329,"866329 (2015 RE36)",0.197,22.14,,N
20868895,"868895 (2016 HV3)",5.47,20.09,,Y
20869522,"869522 (2016 QE45)",2.5,21.79,,Y
20869984,"869984 (2016 UJ31)",5.11,19.43,,Y
20872894,"872894 (2018 XH)",5.05,22.08,,N
20872992,"872992 (2019 BC1)",1.34,20.25,,Y
20873204,"873204 (2019 HH4)",7.92,19.83,,Y
20873893,"873893 (2020 DB5)",4.6,19.21,6.682,Y
3012393,"       (1979 XB)",9.29,18.60,,Y
3092102,"       (1990 UN)",8.54,23.50,,N
3092104,"       (1991 BA)",0.133,28.60,,N
3002856,"       (1991 GO)",9.75,20.14,,Y
3092107,"       (1991 TU)",1.74,28.40,,N
3003148,"       (1991 VA)",2.79,26.50,,N
3005816,"       (1991 VG)",0.75,28.30,,N
3005831,"       (1992 JD)",5.6,25.00,,N
3092112,"       (1992 YD3)",9.19,26.40,,N
3092115,"       (1993 FA1)",9.84,25.90,,N
3092117,"       (1993 HP1)",1.89,27.10,,N
3005874,"       (1993 KA)",0.96,26.00,,N
3005877,"       (1993 KA2)",0.0959,29.00,,N
3005896,"       (1993 TZ)",1.76,26.00,,N
3092118,"       (1993 UA)",1.15,25.40,,N
3005920,"       (1994 ES1)",0.205,28.50,,N
3092123,"       (1994 GK)",1.17,24.20,,N
3092124,"       (1994 GL)",4.82,25.50,,N
3092125,"       (1994 GV)",0.104,27.40,,N
3005942,"       (1994 NE)",6.24,19.83,,Y
3092131,"       (1994 VH8)",1.1,27.70,,N
3005969,"       (1994 WR12)",0.571,22.40,,N
3092133,"       (1994 XM1)",0.242,28.20,,N
3005973,"       (1995 CR)",4.91,21.76,2.66,Y
3092135,"       (1995 CS)",0.536,25.50,,N
3006176,"       (1995 FF)",0.585,26.50,,N
3007950,"       (1995 LA)",4.33,24.00,,N
3008028,"       (1995 UB)",1.04,27.30,,N
3092143,"       (1996 AP1)",9.02,24.70,,N
3092146,"       (1996 FT1)",9.64,24.40,,N
3092147,"       (1996 GQ)",8.46,23.19,,N
3009026,"       (1996 JA1)",6.71,21.00,5.227,Y
3009117,"       (1996 MQ)",9.86,24.50,,N
3092151,"       (1996 TC1)",4.8,23.90,,N
3092153,"       (1996 TD9)",8.67,23.70,,N
3092154,"       (1996 VB3)",8.78,22.11,21.771,N
3092156,"       (1996 XZ12)",2.31,25.40,,N
3009749,"       (1997 CD17)",2.74,27.50,,N
3010077,"       (1997 GD32)",5.61,21.50,,Y
3010679,"       (1997 QK1)",6.66,20.26,,Y
3010396,"       (1997 TZ16)",3.14,24.50,,N
3092161,"       (1997 TC25)",0.487,24.60,,N
3010734,"       (1997 UR)",6.85,23.20,,N
3092163,"       (1997 UA11)",0.409,25.20,,N
3007574,"       (1997 WQ23)",3.96,20.88,14.6,Y
3007642,"       (1997 XE10)",5.73,24.53,,N
3011167,"       (1998 BY7)",8.97,21.47,1.3,Y
3007925,"       (1998 BT13)",0.199,26.50,,N
3007053,"       (1998 BR26)",6.14,26.00,,N
3092170,"       (1998 DX11)",4.28,27.00,,N
3184472,"       (1998 DK36)",3.28,25.01,,N
3092172,"       (1998 EE3)",3.98,27.20,,N
3092176,"       (1998 HM1)",6.17,24.42,,N
3012392,"       (1998 KY26)",1.15,25.91,0.089193,N
3013651,"       (1998 MV5)",5.88,24.00,,N
3013664,"       (1998 QA62)",6.58,19.34,,Y
3014109,"       (1998 SH2)",7.47,20.88,,Y
3014110,"       (1998 SU4)",7.57,21.42,,Y
3014184,"       (1998 SD9)",3.34,24.09,,N
3014112,"       (1998 SY14)",3.3,20.68,,Y
3092197,"       (1998 UM1)",5.84,23.40,,N
3015695,"       (1998 WB2)",5.7,21.85,0.313,Y
3017309,"       (1999 AO10)",8.31,23.90,,N
3018330,"       (1999 CQ2)",2.02,27.30,,N
3017729,"       (1999 CG9)",9.08,25.20,,N
3019079,"       (1999 FR5)",2.7,23.40,,N
3092216,"       (1999 FQ10)",3.63,23.20,,N
3018335,"       (1999 FN19)",6.07,22.50,26.8,N
3092221,"       (1999 HC1)",3.33,24.50,,N
3019647,"       (1999 LX1)",9.43,21.12,,Y
3022933,"       (1999 RZ31)",8.48,23.80,,N
3023213,"       (1999 SF10)",1.49,24.46,0.0411,N
3022971,"       (1999 SH10)",3.37,22.75,0.1264,N
3022973,"       (1999 TN13)",9.63,23.60,1.3,N
3022974,"       (1999 TT16)",8.9,19.94,235.,Y
3023285,"       (1999 TV16)",5.5,23.40,,N
3022975,"       (1999 UR)",5.5,21.50,,Y
3092242,"       (1999 VK12)",5.97,23.67,,N
3092244,"       (1999 VV25)",7.75,25.10,,N
3024030,"       (1999 VX25)",2.31,26.70,,N
3024715,"       (1999 XS35)",0.0725,17.69,,Y
3024714,"       (1999 XK136)",4.39,20.56,,Y
3025766,"       (2000 AA6)",2.98,22.44,,Y
3029456,"       (2000 AB6)",5.95,22.40,,N
3026912,"       (2000 AG6)",1.59,25.30,0.0766,N
3092248,"       (2000 AH205)",6.01,22.60,,N
3092249,"       (2000 BO19)",1.7,24.60,,N
3031172,"       (2000 DN1)",8.51,19.90,,Y
3031814,"       (2000 DO8)",1.46,24.80,0.0217,N
3092253,"       (2000 EM26)",7.18,22.51,,N
3036363,"       (2000 HB24)",6.07,23.70,0.2176,N
3035245,"       (2000 JF5)",8.15,21.81,,Y
3092262,"       (2000 JX8)",7.31,25.40,,N
3035252,"       (2000 KA)",0.736,21.75,11.46,Y
3038472,"       (2000 LF3)",1.6,21.61,1,Y
3042555,"       (2000 LG6)",0.445,29.00,,N
3092267,"       (2000 PN)",7.42,22.95,,N
3046124,"       (2000 QS7)",2.54,19.48,,Y
3046125,"       (2000 QV7)",6.59,21.55,,Y
3092270,"       (2000 QX69)",0.227,24.20,,N
3067559,"       (2000 SE8)",2.67,23.00,,N
3066079,"       (2000 SL10)",4.18,22.16,,Y
3050514,"       (2000 SM10)",3.4,24.10,18,N
3067565,"       (2000 SS43)",8.02,24.80,,N
3054334,"       (2000 SB45)",0.512,24.50,,N
3054338,"       (2000 SZ162)",0.884,27.30,,N
3054374,"       (2000 SG344)",0.333,24.70,,N
3050517,"       (2000 TU28)",0.685,21.05,128.5,Y
3054373,"       (2000 UK11)",1.6,25.30,0.026599,N
3063789,"       (2000 UR16)",4.87,23.90,,N
3054375,"       (2000 UQ30)",4.77,21.97,,Y
3063058,"       (2000 WC1)",2,22.57,,Y
3092277,"       (2000 WS28)",6.65,23.40,0.03646,N
3063080,"       (2000 WG63)",6.99,23.20,0.1383,N
3092278,"       (2000 WJ107)",1.55,23.80,,N
3057546,"       (2000 WL107)",7.53,24.80,0.1609,N
3070547,"       (2000 WQ148)",5.65,22.70,0.1659,N
3057549,"       (2000 YA)",2.47,23.88,0.6658,N
3067828,"       (2001 AV43)",0.648,24.60,0.1701,N
3076813,"       (2001 BF10)",0.457,22.60,0.4,N
3068066,"       (2001 BA16)",0.185,26.00,,N
3071939,"       (2001 BB16)",1.88,23.20,,N
3092288,"       (2001 BN61)",8.99,25.00,,N
3069758,"       (2001 CP36)",4.02,23.92,,N
3070801,"       (2001 CQ36)",5.35,22.74,,N
3070749,"       (2001 DZ76)",2.03,25.30,,N
3070541,"       (2001 EC)",1.37,18.65,,Y
3071762,"       (2001 EC16)",4.46,22.42,200,N
3072196,"       (2001 ED18)",9.1,24.50,,N
3071767,"       (2001 FC58)",5.86,20.60,,Y
3072273,"       (2001 FR85)",0.209,24.80,,N
3072291,"       (2001 FO127)",5.88,27.50,,N
3092296,"       (2001 GO2)",1.85,24.30,,N
3076774,"       (2001 GP2)",0.678,26.40,,N
3074752,"       (2001 GR2)",4.3,21.85,,Y
3092298,"       (2001 HJ31)",1.64,23.80,,N
3076812,"       (2001 JV1)",9.13,21.50,29,Y
3077026,"       (2001 KM20)",6.17,23.91,,N
3076814,"       (2001 KF54)",8.04,19.81,,Y
3077854,"       (2001 KU66)",4.9,24.10,0.87,N
3092303,"       (2001 MS3)",8.95,24.00,,N
3092304,"       (2001 NY1)",5.44,23.20,,N
3080850,"       (2001 OC36)",1.67,22.90,,N
3091760,"       (2001 PJ29)",9.23,23.00,,N
3081292,"       (2001 QE71)",2.37,24.40,,N
3080637,"       (2001 QJ96)",0.217,22.27,,N
3092069,"       (2001 QJ142)",3.36,23.97,,N
3092092,"       (2001 RO3)",3.24,23.50,,N
3082922,"       (2001 RQ17)",8.48,22.67,,N
3092330,"       (2001 SY169)",1.64,23.10,1.9032,N
3092333,"       (2001 SB170)",1.12,22.60,,N
3082928,"       (2001 SP263)",1.17,25.70,,N
3082930,"       (2001 SY269)",7.85,21.50,,Y
3092096,"       (2001 SE270)",5.84,25.10,,N
3092343,"       (2001 SD286)",4.34,25.30,,N
3092346,"       (2001 TB)",1.14,24.40,,N
3092347,"       (2001 TD)",1.79,25.10,,N
3092372,"       (2001 TY1)",2.05,25.00,,N
3092385,"       (2001 TC45)",9.31,19.40,,Y
3092389,"       (2001 UO)",5.83,24.10,,N
3092390,"       (2001 UP)",2.65,25.70,,N
3092398,"       (2001 UD5)",1.04,22.70,,N
3092400,"       (2001 UF5)",2.29,22.70,0.261,N
3092402,"       (2001 UN16)",3.67,23.40,,N
3092408,"       (2001 UT16)",9.68,25.50,,N
3092414,"       (2001 UD18)",5.04,27.60,,N
3092419,"       (2001 VB)",8.75,18.40,,Y
3092474,"       (2001 VC2)",8.1,21.29,7.583,Y
3092475,"       (2001 VD2)",8.21,25.60,,N
3092476,"       (2001 VE2)",4.99,25.00,,N
3092480,"       (2001 VJ5)",9.98,22.00,,Y
3092483,"       (2001 VM5)",5.48,25.10,,N
3092484,"       (2001 VG16)",6.16,25.30,,N
3092499,"       (2001 WV1)",0.68,23.03,0.0449,N
3092506,"       (2001 WJ4)",1.85,27.40,0.904,N
3092516,"       (2001 WJ15)",2.49,23.60,,N
3092519,"       (2001 WM15)",1.89,25.00,,N
3092521,"       (2001 WO15)",3.8,22.60,,N
3102674,"       (2001 XG1)",7.48,23.20,,N
3102683,"       (2001 XX4)",4.41,22.10,,Y
3102688,"       (2001 XH16)",2.11,24.80,,N
3102694,"       (2001 XP31)",4.43,22.16,,Y
3102699,"       (2001 XX103)",6.21,23.60,,N
3102705,"       (2001 YD1)",6.42,24.40,,N
3102709,"       (2001 YN2)",0.012,25.40,,N
3102713,"       (2001 YP3)",6.65,22.00,,Y
3102719,"       (2001 YB5)",1.13,20.74,2.5,Y
3102724,"       (2002 AV)",7.81,20.90,,Y
3102728,"       (2002 AY1)",2.99,20.85,,Y
3102729,"       (2002 AZ1)",6.05,21.40,,Y
3102756,"       (2002 AO11)",0.962,23.05,,N
3102762,"       (2002 AA29)",4.46,24.10,0.55,N
3102767,"       (2002 AE29)",8.57,24.60,,N
3102771,"       (2002 AL31)",4.86,24.50,,N
3102777,"       (2002 AN129)",0.803,26.20,,N
3102778,"       (2002 BM)",8.03,24.10,,N
3102784,"       (2002 BF25)",7.44,22.62,,N
3114014,"       (2002 CY9)",2.22,19.20,,Y
3114023,"       (2002 CW11)",4.05,26.10,,N
3114026,"       (2002 CC14)",3.74,24.80,,N
3114030,"       (2002 CB19)",0.722,25.16,,N
3114032,"       (2002 CA26)",0.986,27.30,,N
3114033,"       (2002 CB26)",0.556,26.90,,N
3117427,"       (2002 EM7)",0.26,24.40,,N
3117434,"       (2002 EU11)",5.7,21.90,,Y
3117436,"       (2002 EW11)",4.91,24.80,,N
3117441,"       (2002 FB)",5.21,26.60,,N
3117446,"       (2002 FW1)",3.3,24.53,,N
3120863,"       (2002 GQ)",1.32,26.30,,N
3120862,"       (2002 GR)",2.04,23.20,,N
3120870,"       (2002 GK1)",1.68,22.50,,N
3120885,"       (2002 GM5)",3.21,21.92,,Y
3120892,"       (2002 GJ8)",4.9,19.57,,Y
3120904,"       (2002 HP11)",6.19,20.46,,Y
3125007,"       (2002 JU15)",1.48,26.20,,N
3126183,"       (2002 JR100)",7.67,24.30,,N
3127387,"       (2002 LK)",8.21,24.38,,N
3127391,"       (2002 LY1)",4.55,22.48,3.204,N
3127399,"       (2002 LR24)",7.84,24.30,,N
3127408,"       (2002 LZ45)",2.2,23.05,,N
3127411,"       (2002 MN)",0.138,23.70,,N
3127412,"       (2002 MX)",5.81,21.70,,Y
3130462,"       (2002 MT3)",0.184,19.90,,Y
3130464,"       (2002 NW)",5.15,24.20,,N
3131063,"       (2002 NY40)",0.484,19.00,19.98,Y
3132127,"       (2002 PN)",1.29,24.80,,N
3132516,"       (2002 PX39)",4.26,23.40,,N
3132520,"       (2002 PE43)",7.19,24.10,,N
3133153,"       (2002 PE130)",6.27,18.51,,Y
3134277,"       (2002 QW47)",1.26,20.79,,Y
3134269,"       (2002 RO28)",8.3,25.40,,N
3134274,"       (2002 RC117)",0.152,24.90,,N
3136724,"       (2002 RS129)",6.32,22.91,,N
3136730,"       (2002 RB182)",0.793,23.10,,N
3137721,"       (2002 SQ41)",6.13,20.26,,Y
3137727,"       (2002 TX55)",1.11,23.87,,N
3137732,"       (2002 TA58)",0.909,26.80,,N
3137736,"       (2002 TY59)",0.734,25.50,,N
3137737,"       (2002 TZ59)",6.23,23.39,,N
3137744,"       (2002 TG66)",6.29,23.90,,N
3137844,"       (2002 TZ66)",1.34,25.90,1.1,N
3137845,"       (2002 TA67)",3.85,22.80,,N
3137865,"       (2002 TB70)",6.49,21.71,,Y
3141528,"       (2002 UV36)",1.98,26.50,,N
3141536,"       (2002 VU17)",3.91,24.90,,N
3143084,"       (2002 VX91)",0.736,24.30,,N
3143085,"       (2002 VY91)",2.53,26.30,,N
3143086,"       (2002 VZ91)",3.07,26.10,,N
3144143,"       (2002 XT4)",7.27,24.00,,N
3144150,"       (2002 XO14)",0.557,22.10,,Y
3144152,"       (2002 XS14)",9.81,24.20,,N
3144154,"       (2002 XM35)",7.61,23.76,,N
3144510,"       (2002 XB40)",4.1,23.90,,N
3144511,"       (2002 XF40)",8.18,24.90,,N
3144531,"       (2002 XS90)",8.16,22.80,,N
3145495,"       (2002 XV90)",0.337,25.28,,N
3145506,"       (2002 YC12)",8.73,25.30,,N
3145520,"       (2003 AC23)",2.6,21.90,,Y
3146500,"       (2003 AS42)",9.44,25.30,,N
3146501,"       (2003 AJ69)",3.82,24.90,,N
3147314,"       (2003 BM4)",7.97,24.95,,N
3147555,"       (2003 BR47)",2.91,21.53,,Y
3147556,"       (2003 BS47)",8.31,25.80,,N
3147581,"       (2003 CG11)",7.15,20.50,,Y
3150190,"       (2003 DH6)",5.73,24.30,,N
3150191,"       (2003 DW10)",0.197,26.10,,N
3150193,"       (2003 DY15)",1.32,26.30,,N
3150194,"       (2003 DZ15)",0.173,22.41,,N
3150768,"       (2003 EM1)",3.55,24.50,0.03097,N
3150769,"       (2003 EP4)",0.331,23.93,,N
3150771,"       (2003 EG16)",0.962,19.37,7.079,Y
3151443,"       (2003 EW59)",5.16,23.30,,N
3151641,"       (2003 FK1)",5.39,23.00,,N
3151646,"       (2003 FB5)",9.23,23.42,,N
3151652,"       (2003 FF5)",9.78,23.30,,N
3151655,"       (2003 FY6)",1.69,22.61,,N
3152305,"       (2003 FJ8)",1.14,26.70,,N
3152313,"       (2003 GF21)",5.55,22.20,,N
3152314,"       (2003 GG21)",3.55,21.97,,Y
3152317,"       (2003 GQ22)",8.82,21.34,,Y
3152318,"       (2003 GR22)",2.78,22.16,,Y
3152322,"       (2003 GD42)",4.44,24.70,,N
3153509,"       (2003 HM)",2.18,22.11,,N
3153514,"       (2003 HW10)",0.438,27.00,,N
3153516,"       (2003 HN16)",8.04,22.16,,N
3153530,"       (2003 HT42)",4.67,24.80,,N
3154349,"       (2003 JX2)",3.59,26.40,,N
3154350,"       (2003 JY2)",5.82,24.60,,N
3154352,"       (2003 JD11)",8.49,24.30,,N
3154491,"       (2003 JO14)",5,25.20,,N
3154507,"       (2003 KF4)",1.3,23.30,,N
3154520,"       (2003 LH)",1.27,25.20,,N
3154522,"       (2003 LW2)",0.661,25.80,,N
3156302,"       (2003 LN6)",0.447,24.71,,N
3157017,"       (2003 MN)",5.37,23.80,,N
3157020,"       (2003 MU)",8.5,20.42,,Y
3157021,"       (2003 ME1)",1.22,23.60,,N
3157022,"       (2003 MS2)",9.6,21.21,7,Y
3157028,"       (2003 MK4)",0.479,20.86,,Y
3158122,"       (2003 QB30)",1.03,26.80,,N
3159886,"       (2003 RS1)",0.633,21.70,,Y
3159889,"       (2003 RB5)",9.5,21.20,,Y
3160723,"       (2003 RU11)",3.02,25.50,,N
3160726,"       (2003 SY4)",1.61,26.50,,N
3160734,"       (2003 SL36)",2.91,26.40,,N
3160747,"       (2003 SR84)",1.16,26.00,2.352,N
3160741,"       (2003 SS84)",2.13,21.95,,Y
3160748,"       (2003 SW130)",0.255,29.10,,N
3160794,"       (2003 SM215)",1.53,27.50,,N
3160841,"       (2003 SQ222)",0.0916,30.10,,N
3160852,"       (2003 TH2)",1.87,22.86,,N
3160850,"       (2003 TK2)",8.12,19.81,,Y
3163738,"       (2003 TO9)",7.26,21.90,,Y
3163739,"       (2003 TR9)",7.81,21.32,,Y
3163743,"       (2003 UM3)",0.0871,28.10,,N
3163754,"       (2003 UC10)",4.53,23.90,,N
3163759,"       (2003 UO12)",6.81,23.90,,N
3163757,"       (2003 UQ12)",3.82,24.90,,N
3164401,"       (2003 UY12)",4.54,23.27,,N
3164414,"       (2003 UQ25)",6.39,24.10,,N
3164417,"       (2003 UX26)",3.57,24.79,,N
3164431,"       (2003 UT55)",2.81,26.80,,N
3167343,"       (2003 WP7)",0.603,23.45,,N
3167358,"       (2003 WW26)",4.68,22.50,,N
3167365,"       (2003 WH98)",2.67,26.60,,N
3167367,"       (2003 WT153)",0.626,28.00,0.117,N
3169271,"       (2003 WH166)",1.9,22.00,,Y
3169269,"       (2003 XK)",0.418,25.90,,N
3169272,"       (2003 XV)",1.34,26.70,,N
3169273,"       (2003 XJ7)",0.585,26.40,,N
3169274,"       (2003 XH10)",7.05,25.50,,N
3170235,"       (2003 XZ12)",6.27,24.40,,N
3170245,"       (2003 YS70)",0.345,29.10,,N
3170221,"       (2003 YN107)",1.88,26.50,,N
3170237,"       (2003 YH111)",3.2,24.50,,N
3170205,"       (2003 YR117)",8.88,22.90,,N
3170231,"       (2003 YL118)",8.34,21.60,,Y
3170208,"       (2003 YG136)",4.78,25.24,,N
3170209,"       (2003 YH136)",4.42,19.13,,Y
3170233,"       (2004 AD)",9.43,24.40,,N
3172322,"       (2004 BY1)",7.13,24.58,,N
3172327,"       (2004 BH11)",6.86,23.95,,N
3172332,"       (2004 BV18)",4.62,25.90,0.0565,N
3174184,"       (2004 BG41)",5.11,24.40,,N
3174186,"       (2004 BN41)",3.85,26.10,,N
3174197,"       (2004 BA75)",5.16,24.45,,N
3174205,"       (2004 BK86)",0.371,25.40,,N
3174211,"       (2004 CC)",4.69,23.60,,N
3175324,"       (2004 CZ1)",1.63,24.39,,N
3175325,"       (2004 CA2)",2.79,23.70,,N
3175335,"       (2004 DL1)",8.69,24.40,,N
3175336,"       (2004 DF2)",1.7,26.10,,N
3176187,"       (2004 DA53)",0.798,28.00,,N
3177193,"       (2004 EL20)",2.44,26.70,,N
3177201,"       (2004 EU22)",3.06,23.92,,N
3177191,"       (2004 FA)",7.43,23.20,,N
3177198,"       (2004 FD)",6.13,23.02,,N
3177202,"       (2004 FH)",0.188,26.41,0.0504,N
3177205,"       (2004 FX1)",7.1,25.30,,N
3177206,"       (2004 FY1)",0.159,26.30,,N
3177210,"       (2004 FY3)",2.01,25.40,,N
3177213,"       (2004 FM4)",4.26,25.10,,N
3177216,"       (2004 FA5)",9.56,24.50,,N
3177218,"       (2004 FK5)",5.37,26.80,,N
3177220,"       (2004 FN8)",3.39,27.10,,N
3177223,"       (2004 FJ11)",8.12,21.03,,Y
3177224,"       (2004 FY15)",0.291,26.10,,N
3177230,"       (2004 FC18)",6.48,24.17,,N
3177232,"       (2004 FG29)",3.86,26.00,,N
3177233,"       (2004 FH29)",5.93,24.00,,N
3177235,"       (2004 FJ31)",8.6,24.29,,N
3177237,"       (2004 FY31)",7.2,21.97,,Y
3177238,"       (2004 FM32)",1.29,27.10,,N
3249978,"       (2004 FU162)",0.0281,29.48,,N
3179348,"       (2004 GD)",2.62,23.70,,N
3179352,"       (2004 GB2)",8.57,21.00,,Y
3179353,"       (2004 GD2)",9.81,24.30,0.23538,N
3179354,"       (2004 GE2)",2.23,21.50,,Y
3179359,"       (2004 GB19)",4.11,23.10,,N
3179362,"       (2004 HB)",8.38,23.90,,N
3179361,"       (2004 HE)",0.00521,26.80,,N
3179365,"       (2004 HL)",5.08,26.50,,N
3179366,"       (2004 HM)",0.915,23.33,,N
3180145,"       (2004 HZ)",0.323,22.60,,N
3180147,"       (2004 HQ1)",0.6,23.47,,N
