"spkid","full_name","e","per_y","class"
54517526,"       (2025 BR4)",0.5779,1.92,APO
54517527,"       (2025 BS4)",0.5738,2.21,APO
54517528,"       (2025 BT4)",0.4118,2.13,APO
54517530,"       (2025 BY4)",0.5367,2.95,APO
54517531,"       (2025 BF5)",0.4941,2.31,APO
54517642,"       (2025 BV5)",0.1182,0.878,ATE
54517682,"       (2025 BM6)",0.1888,0.934,ATE
54517680,"       (2025 BN6)",0.3951,1.8,APO
54517683,"       (2025 BP6)",0.6521,2.41,APO
54517722,"       (2025 BU6)",0.5378,3,APO
54517724,"       (2025 BF7)",0.2698,1.21,APO
54519245,"       (2025 BC10)",0.7480,3.07,APO
54520796,"       (2025 BO16)",0.5577,2.27,APO
54518074,"       (2025 CA)",0.4716,1.91,APO
54518077,"       (2025 CD)",0.3414,0.991,ATE
54518078,"       (2025 CE)",0.1381,0.922,ATE
54518083,"       (2025 CF)",0.3768,1.14,APO
54518082,"       (2025 CG)",0.4548,2.28,APO
54518080,"       (2025 CH)",0.5162,2.98,APO
54518081,"       (2025 CJ)",0.1278,0.987,ATE
54518079,"       (2025 CK)",0.1374,1.1,APO
54518085,"       (2025 CM)",0.2364,0.801,ATE
54518626,"       (2025 CQ)",0.6103,2.61,APO
54518625,"       (2025 CR)",0.3529,1.14,APO
54518664,"       (2025 CW)",0.7118,4.71,APO
54518665,"       (2025 CX)",0.6955,4.05,APO
54518666,"       (2025 CY)",0.4713,1.8,APO
54518668,"       (2025 CA1)",0.4204,2.04,APO
54518670,"       (2025 CC1)",0.4300,2.31,APO
54518674,"       (2025 CF1)",0.4372,1.78,APO
54518677,"       (2025 CJ1)",0.2605,1.51,APO
54518706,"       (2025 CK1)",0.4929,2.38,APO
54518709,"       (2025 CM1)",0.2624,1.02,APO
54518711,"       (2025 CP1)",0.4231,0.696,ATE
54518715,"       (2025 CQ1)",0.1146,1.18,APO
54518714,"       (2025 CR1)",0.3516,1.82,APO
54518713,"       (2025 CS1)",0.5246,1.62,APO
54518716,"       (2025 CU1)",0.5776,2.54,APO
54518882,"       (2025 CW1)",0.3073,1.38,APO
54518883,"       (2025 CX1)",0.3465,1.58,APO
54518885,"       (2025 CZ1)",0.5614,2.98,APO
54518886,"       (2025 CA2)",0.2334,1.31,APO
54518887,"       (2025 CD2)",0.3734,1.03,APO
54518889,"       (2025 CE2)",0.3537,0.979,ATE
54518915,"       (2025 CF2)",0.5485,2.77,APO
54518916,"       (2025 CG2)",0.6970,3.38,APO
54518922,"       (2025 CN2)",0.2588,1.24,APO
54519238,"       (2025 CS2)",0.4154,0.922,ATE
54519243,"       (2025 CX2)",0.5159,2.35,APO
54519244,"       (2025 CY2)",0.2115,1.37,APO
54519247,"       (2025 CA3)",0.4898,2.39,APO
54519248,"       (2025 CB3)",0.6697,3.95,APO
54519246,"       (2025 CC3)",0.3418,1.43,APO
54519250,"       (2025 CJ3)",0.4126,2.13,APO
54519252,"       (2025 CL3)",0.4030,1.21,APO
54519255,"       (2025 CQ3)",0.1773,1.03,APO
54519649,"       (2025 CF4)",0.5685,3.05,APO
54519692,"       (2025 CH4)",0.8733,3.93,APO
54519878,"       (2025 CJ4)",0.4333,0.576,ATE
54519949,"       (2025 CK4)",0.4478,2.07,APO
54521217,"       (2025 CB8)",0.1588,0.94,ATE
54522521,"       (2025 CE13)",0.5615,3.13,APO
54519970,"       (2025 DB)",0.4698,2.54,APO
54519969,"       (2025 DC)",0.4707,0.793,ATE
54519971,"       (2025 DD)",0.4485,1.04,APO
54519989,"       (2025 DE)",0.4817,2.15,APO
54519990,"       (2025 DF)",0.2063,1.37,APO
54519993,"       (2025 DJ)",0.3901,1.21,APO
54519994,"       (2025 DK)",0.6708,2.78,APO
54519997,"       (2025 DN)",0.6444,4.68,APO
54519998,"       (2025 DO)",0.1518,1.02,APO
54519999,"       (2025 DP)",0.4528,2.52,APO
54520035,"       (2025 DQ)",0.1990,0.999,ATE
54520038,"       (2025 DT)",0.7419,2.41,APO
54520039,"       (2025 DU)",0.3495,0.699,ATE
54520041,"       (2025 DW)",0.4361,2.16,APO
54520043,"       (2025 DX)",0.5428,3.07,APO
54520042,"       (2025 DY)",0.5515,2.71,APO
54520093,"       (2025 DB1)",0.2765,0.7,ATE
54520160,"       (2025 DE1)",0.4668,1.82,APO
54520161,"       (2025 DF1)",0.5464,2.87,APO
54520162,"       (2025 DG1)",0.5990,3.9,APO
54520163,"       (2025 DH1)",0.3180,1.76,APO
54520164,"       (2025 DJ1)",0.4130,2.18,APO
54520165,"       (2025 DK1)",0.6076,2.83,APO
54520166,"       (2025 DL1)",0.2970,1.74,APO
54520169,"       (2025 DO1)",0.1762,0.865,ATE
54520170,"       (2025 DP1)",0.3938,2.16,APO
54520171,"       (2025 DR1)",0.2687,1.49,APO
54520173,"       (2025 DS1)",0.1314,0.836,ATE
54520174,"       (2025 DT1)",0.3712,1.8,APO
54520178,"       (2025 DY1)",0.4246,1.43,APO
54520179,"       (2025 DZ1)",0.6236,2.78,APO
54520302,"       (2025 DE2)",0.4000,0.627,ATE
54520304,"       (2025 DG2)",0.6548,4.76,APO
54520305,"       (2025 DH2)",0.5927,3.87,APO
54520309,"       (2025 DM2)",0.6010,2.94,APO
54520310,"       (2025 DN2)",0.5346,3.15,APO
54520311,"       (2025 DP2)",0.3713,1.99,APO
54520312,"       (2025 DS2)",0.3217,1.69,APO
54520315,"       (2025 DT2)",0.2330,1.33,APO
54520313,"       (2025 DU2)",0.4516,1.06,APO
54520314,"       (2025 DV2)",0.4834,2.06,APO
54520316,"       (2025 DW2)",0.4098,1.75,APO
54520319,"       (2025 DZ2)",0.2718,1.3,APO
54520320,"       (2025 DA3)",0.6591,2.85,APO
54520321,"       (2025 DB3)",0.2911,0.689,ATE
54520324,"       (2025 DE3)",0.5392,3.19,APO
54520325,"       (2025 DF3)",0.4209,2.26,APO
54520328,"       (2025 DK3)",0.6428,3.34,APO
54520333,"       (2025 DP3)",0.2271,0.992,ATE
54520336,"       (2025 DQ3)",0.3102,1.49,APO
54520334,"       (2025 DS3)",0.6543,3.26,APO
54520518,"       (2025 DB4)",0.4915,2.19,APO
54520523,"       (2025 DF4)",0.9226,4.31,APO
54520522,"       (2025 DG4)",0.3148,1.56,APO
54520526,"       (2025 DQ4)",0.4284,0.733,ATE
54520527,"       (2025 DR4)",0.6762,4.45,APO
54520528,"       (2025 DS4)",0.1490,1.25,APO
54520529,"       (2025 DT4)",0.5629,1.84,APO
54520534,"       (2025 DZ4)",0.5954,1.94,APO
54520535,"       (2025 DB5)",0.1269,1.23,APO
54520538,"       (2025 DC5)",0.6020,1.95,APO
54520704,"       (2025 DE5)",0.2706,1.37,APO
54520708,"       (2025 DJ5)",0.5317,3.06,APO
54520710,"       (2025 DT5)",0.5376,2.51,APO
54520709,"       (2025 DU5)",0.5033,2.36,APO
54520714,"       (2025 DY5)",0.3327,1.44,APO
54520715,"       (2025 DA6)",0.3295,1.52,APO
54520788,"       (2025 DN6)",0.2898,1.57,APO
54520789,"       (2025 DP6)",0.4443,1.88,APO
54520790,"       (2025 DQ6)",0.3305,1.42,APO
54520791,"       (2025 DR6)",0.2223,1.45,APO
54520797,"       (2025 DZ6)",0.5448,2.86,APO
54520799,"       (2025 DA7)",0.6217,4.04,APO
54520800,"       (2025 DB7)",0.0907,1.01,APO
54520806,"       (2025 DK7)",0.2342,0.944,ATE
54520807,"       (2025 DM7)",0.2714,0.715,ATE
54520813,"       (2025 DQ7)",0.6530,3.81,APO
54520812,"       (2025 DR7)",0.2661,1.37,APO
54520814,"       (2025 DT7)",0.4600,1.67,APO
54520815,"       (2025 DU7)",0.0600,1.03,APO
54520915,"       (2025 DE8)",0.1780,0.959,ATE
54520916,"       (2025 DF8)",0.1621,1.2,APO
54520918,"       (2025 DL8)",0.3653,2,APO
54520921,"       (2025 DJ13)",0.1780,1.21,APO
54520920,"       (2025 DK13)",0.4776,2.55,APO
54520923,"       (2025 DT14)",0.4443,1.64,APO
54520927,"       (2025 DB15)",0.4813,2.61,APO
54520928,"       (2025 DD15)",0.4453,2.43,APO
54521219,"       (2025 DH15)",0.6990,3.34,APO
54521222,"       (2025 DB22)",0.6792,4.21,APO
54521224,"       (2025 DC22)",0.1812,1.26,APO
54521223,"       (2025 DD22)",0.4736,2.51,APO
54521225,"       (2025 DJ22)",0.3475,1.23,APO
54521227,"       (2025 DL22)",0.5059,2.49,APO
54521228,"       (2025 DN22)",0.5414,2.72,APO
54521606,"       (2025 DV22)",0.4556,1.67,APO
54521608,"       (2025 DS24)",0.8403,1.98,APO
54521609,"       (2025 DT24)",0.5072,2.76,APO
54521610,"       (2025 DU24)",0.1095,0.937,ATE
54521611,"       (2025 DV24)",0.0702,1.1,APO
54521613,"       (2025 DX24)",0.5168,1.63,APO
54521618,"       (2025 DC25)",0.6317,4.05,APO
54521708,"       (2025 DF25)",0.2852,0.839,ATE
54521712,"       (2025 DL25)",0.1783,1.12,APO
54521713,"       (2025 DU25)",0.1242,0.978,ATE
54521718,"       (2025 DQ27)",0.5298,1.13,APO
54521719,"       (2025 DL28)",0.3153,1.82,AMO
54521724,"       (2025 DJ29)",0.1280,0.957,ATE
54521727,"       (2025 DY29)",0.1568,1.15,APO
54521729,"       (2025 DB30)",0.5394,3.06,APO
54522093,"       (2025 DH30)",0.7028,1.97,APO
54522846,"       (2025 DV39)",0.6444,1.47,APO
54522923,"       (2025 DV40)",0.7315,6.37,APO
54523639,"       (2025 DC50)",0.5454,2.74,APO
54521720,"       (2025 EA)",0.1704,1.29,APO
54522094,"       (2025 ED)",0.2902,1.19,APO
54522096,"       (2025 EE)",0.5996,2.32,APO
54522099,"       (2025 EG)",0.2083,0.983,ATE
54522101,"       (2025 EK)",0.6128,3.81,APO
54522252,"       (2025 EL)",0.3797,0.851,ATE
54522253,"       (2025 EM)",0.0910,1.04,APO
54522256,"       (2025 EN)",0.4783,2.71,APO
54522260,"       (2025 ER)",0.2528,1.19,APO
54522523,"       (2025 EW)",0.1231,1.19,APO
54522526,"       (2025 EZ)",0.2424,1.42,APO
54522529,"       (2025 EB1)",0.2994,1.61,APO
54522530,"       (2025 EC1)",0.2759,1.59,APO
54522532,"       (2025 EF1)",0.4977,2.02,APO
54522535,"       (2025 EH1)",0.3439,1.7,APO
54522547,"       (2025 ES1)",0.1750,1.34,APO
54522690,"       (2025 EW1)",0.3478,1.12,APO
54522691,"       (2025 EX1)",0.2029,1.26,APO
54522692,"       (2025 EY1)",0.3442,1.06,APO
54522693,"       (2025 EZ1)",0.5766,2.49,APO
54522694,"       (2025 EA2)",0.5578,2.88,APO
54522696,"       (2025 EB2)",0.5976,1.8,APO
54522695,"       (2025 EC2)",0.2948,1.68,APO
54522864,"       (2025 EF2)",0.5361,2.44,APO
54522865,"       (2025 EG2)",0.2384,0.819,ATE
54522869,"       (2025 EN2)",0.3416,1.88,APO
54522870,"       (2025 EP2)",0.3355,1.15,APO
54522918,"       (2025 EQ2)",0.3118,1.71,APO
54522920,"       (2025 ER2)",0.2419,0.822,ATE
54522919,"       (2025 ES2)",0.3126,1.38,APO
54523430,"       (2025 EV3)",0.5460,2.86,APO
54523433,"       (2025 EZ3)",0.3300,0.724,ATE
54523488,"       (2025 EA4)",0.1333,0.846,ATE
54523490,"       (2025 EF4)",0.2166,1.43,APO
54523640,"       (2025 EK4)",0.1937,0.992,ATE
54526265,"       (2025 EL12)",0.2018,1.06,APO
54523942,"       (2025 FC)",0.5474,1.25,APO
54523943,"       (2025 FD)",0.7699,3.89,APO
54523944,"       (2025 FE)",0.4417,1.79,APO
54523976,"       (2025 FF)",0.3978,2.18,APO
54523977,"       (2025 FG)",0.2355,1.48,APO
54523979,"       (2025 FJ)",0.4791,2.32,APO
54523980,"       (2025 FL)",0.2054,1.29,APO
54523982,"       (2025 FN)",0.4967,2.12,APO
54523984,"       (2025 FO)",0.6793,3.27,APO
54523985,"       (2025 FP)",0.1583,1.02,APO
54523987,"       (2025 FR)",0.6045,2.72,APO
54523988,"       (2025 FS)",0.4358,1.93,APO
54523989,"       (2025 FT)",0.4267,2.03,APO
54524050,"       (2025 FW)",0.4612,2.23,APO
54524051,"       (2025 FX)",0.5310,2.74,APO
54524054,"       (2025 FZ)",0.3882,2.08,APO
54524055,"       (2025 FA1)",0.4966,2.2,APO
54524057,"       (2025 FC1)",0.5447,0.94,ATE
54524058,"       (2025 FD1)",0.7415,2.14,APO
54524125,"       (2025 FY1)",0.5858,2.78,APO
54524120,"       (2025 FZ1)",0.3039,1.27,APO
54524123,"       (2025 FA2)",0.4612,0.609,ATE
54524124,"       (2025 FB2)",0.2366,0.833,ATE
54524121,"       (2025 FC2)",0.4963,2.1,APO
54524122,"       (2025 FD2)",0.5043,2.83,APO
54524127,"       (2025 FF2)",0.6434,1.42,APO
54524130,"       (2025 FK2)",0.2416,1.55,APO
54524307,"       (2025 FM2)",0.4855,2.65,APO
54524308,"       (2025 FN2)",0.3881,0.846,ATE
54524309,"       (2025 FO2)",0.5755,2.79,APO
54524311,"       (2025 FQ2)",0.2589,1.47,APO
54524312,"       (2025 FR2)",0.5916,3.61,APO
54524313,"       (2025 FS2)",0.4507,0.88,ATE
54524317,"       (2025 FX2)",0.7245,1.62,APO
54524319,"       (2025 FK3)",0.6853,2.78,APO
54524323,"       (2025 FZ3)",0.5237,3.1,APO
54524326,"       (2025 FC4)",0.4124,1.87,APO
54524327,"       (2025 FH4)",0.2273,1.18,APO
54524329,"       (2025 FM4)",0.2929,1.68,APO
54524500,"       (2025 FQ4)",0.6726,4.37,APO
54524506,"       (2025 FP5)",0.1857,1.18,APO
54524507,"       (2025 FQ5)",0.3216,1.79,APO
54524518,"       (2025 FA6)",0.5115,2.86,APO
54524520,"       (2025 FC6)",0.6182,3.91,APO
54524523,"       (2025 FG6)",0.4187,2.26,APO
54524527,"       (2025 FM6)",0.5201,2.37,APO
54524528,"       (2025 FO6)",0.5409,2.69,APO
54524530,"       (2025 FR6)",0.4075,1.72,APO
54524534,"       (2025 FS6)",0.3264,0.715,ATE
54524628,"       (2025 FX6)",0.6191,1.37,APO
54524629,"       (2025 FY6)",0.7467,3.45,APO
54524630,"       (2025 FZ6)",0.6939,2.85,APO
54524631,"       (2025 FA7)",0.7128,3.48,APO
54524632,"       (2025 FL7)",0.2864,1.32,APO
54524634,"       (2025 FN7)",0.2446,1.02,APO
54524637,"       (2025 FP7)",0.2314,1.32,APO
54524636,"       (2025 FQ7)",0.5433,2.51,APO
54524639,"       (2025 FS7)",0.3684,2.03,APO
54524643,"       (2025 FV7)",0.3446,1.74,APO
54524642,"       (2025 FW7)",0.5570,2.42,APO
54524644,"       (2025 FX7)",0.7674,2.26,APO
54524645,"       (2025 FY7)",0.4633,2.49,APO
54524646,"       (2025 FZ7)",0.3692,1.3,APO
54524721,"       (2025 FB8)",0.2022,0.785,ATE
54524722,"       (2025 FC8)",0.3383,0.72,ATE
54524723,"       (2025 FD8)",0.4683,0.803,ATE
54524961,"       (2025 FU9)",0.4733,2.54,APO
54524725,"       (2025 FM10)",0.5947,2.46,APO
54524976,"       (2025 FS11)",0.5473,2.99,APO
54524981,"       (2025 FU11)",0.3678,1.22,APO
54524978,"       (2025 FV11)",0.3156,1.32,APO
54524980,"       (2025 FW11)",0.4148,0.755,ATE
54524982,"       (2025 FY11)",0.1313,0.952,ATE
54524983,"       (2025 FK12)",0.2433,1.34,APO
54524985,"       (2025 FM12)",0.3749,1.97,APO
54524987,"       (2025 FP12)",0.1975,1.19,APO
54525103,"       (2025 FQ12)",0.3570,1.39,APO
54525105,"       (2025 FR12)",0.4113,1.66,APO
54525107,"       (2025 FT12)",0.4143,1.93,APO
54525109,"       (2025 FV12)",0.3713,1.53,APO
54525112,"       (2025 FR13)",0.4194,0.783,ATE
54525363,"       (2025 FK14)",0.3015,0.797,ATE
54525370,"       (2025 FY14)",0.2207,1.28,APO
54525368,"       (2025 FZ14)",0.5490,2.65,APO
54525371,"       (2025 FA15)",0.7612,4.21,APO
54525373,"       (2025 FD15)",0.5534,0.538,ATE
54525458,"       (2025 FZ15)",0.5866,2.97,APO
54525461,"       (2025 FO16)",0.5734,2.91,APO
54525464,"       (2025 FS16)",0.6329,3.46,APO
54525635,"       (2025 FR17)",0.6026,3.47,APO
54525636,"       (2025 FE18)",0.6835,3.58,APO
54525638,"       (2025 FF18)",0.2513,1.04,APO
54525641,"       (2025 FG18)",0.2392,1.44,APO
54525642,"       (2025 FL18)",0.3954,2.03,APO
54525643,"       (2025 FM18)",0.6464,4.09,APO
54525645,"       (2025 FO18)",0.6669,2.85,APO
54525751,"       (2025 FD20)",0.4671,1.6,APO
54525757,"       (2025 FO20)",0.2127,0.768,ATE
54525758,"       (2025 FP20)",0.5613,2.3,APO
54525859,"       (2025 FH21)",0.0924,1.17,APO
54525863,"       (2025 FA22)",0.4115,1.83,APO
54525865,"       (2025 FC22)",0.6659,2.09,APO
54526041,"       (2025 FX22)",0.5565,2.85,APO
54526042,"       (2025 FY22)",0.5234,2.87,APO
54526418,"       (2025 FC25)",0.5882,3.01,APO
54526420,"       (2025 FH25)",0.3292,1.06,APO
54526667,"       (2025 FE26)",0.2316,0.925,ATE
54525753,"       (2025 GA)",0.5718,3.39,APO
54525756,"       (2025 GB)",0.5068,2.86,APO
54525860,"       (2025 GC)",0.2229,1.21,APO
54525861,"       (2025 GD)",0.2386,1.39,APO
54526036,"       (2025 GH)",0.2953,0.861,ATE
54526037,"       (2025 GJ)",0.3246,1.82,APO
54526038,"       (2025 GK)",0.4339,0.853,ATE
54526039,"       (2025 GL)",0.1834,1,APO
54526127,"       (2025 GN)",0.4329,2.09,APO
54526126,"       (2025 GO)",0.4970,2.71,APO
54526131,"       (2025 GR)",0.4306,1.56,APO
54526132,"       (2025 GS)",0.3345,1.4,APO
54526264,"       (2025 GT)",0.4509,1.6,APO
54526423,"       (2025 GW)",0.5708,3.57,APO
54526424,"       (2025 GX)",0.2137,0.774,ATE
54526425,"       (2025 GY)",0.3180,1.31,APO
54526556,"       (2025 GD1)",0.2187,1.42,APO
54526557,"       (2025 GE1)",0.3894,1.44,APO
54526558,"       (2025 GF1)",0.7734,4.61,APO
54526715,"       (2025 GJ1)",0.2741,1.58,APO
54526717,"       (2025 GL1)",0.4528,1.45,APO
54527071,"       (2025 GO1)",0.2888,1.58,APO
54527072,"       (2025 GP1)",0.4053,2.17,APO
54527079,"       (2025 GQ1)",0.5062,2.58,APO
54527080,"       (2025 GR1)",0.1755,0.87,ATE
54527121,"       (2025 GS1)",0.2059,1.2,APO
54527149,"       (2025 GT1)",0.5179,2.54,APO
54527085,"       (2025 HA)",0.7138,3.68,APO
54527117,"       (2025 HB)",0.3163,1.78,APO
54527116,"       (2025 HC)",0.5957,2.67,APO
54527120,"       (2025 HE)",0.4654,2.13,APO
54527123,"       (2025 HF)",0.2085,0.959,ATE
54527122,"       (2025 HG)",0.3007,0.83,ATE
54527124,"       (2025 HH)",0.2552,0.87,ATE
54527147,"       (2025 HK)",0.3076,0.814,ATE
54527150,"       (2025 HN)",0.3055,1.46,APO
54527151,"       (2025 HO)",0.3896,1.27,APO
54527152,"       (2025 HP)",0.6026,3.26,APO
54527153,"       (2025 HQ)",0.1271,1.22,APO
54527154,"       (2025 HR)",0.3230,1.04,APO
54527177,"       (2025 HS)",0.1495,1.28,APO
54527178,"       (2025 HT)",0.2938,1.72,APO
54527179,"       (2025 HU)",0.5082,2.89,APO
54527276,"       (2025 HW)",0.4629,2.23,APO
54527277,"       (2025 HX)",0.3947,1.31,APO
54527278,"       (2025 HY)",0.3094,1.09,APO
54527279,"       (2025 HZ)",0.5465,3.05,APO
54527280,"       (2025 HA1)",0.5755,1.41,APO
54527285,"       (2025 HF1)",0.4860,1.59,APO
54527287,"       (2025 HG1)",0.5613,3.03,APO
54527286,"       (2025 HH1)",0.5485,1.49,APO
54527290,"       (2025 HL1)",0.3927,2.06,APO
54527294,"       (2025 HO1)",0.4854,2.63,APO
54527295,"       (2025 HP1)",0.5038,2.86,APO
54527375,"       (2025 HQ1)",0.1684,1.1,APO
54527376,"       (2025 HR1)",0.3991,2.21,AMO
54527378,"       (2025 HT1)",0.4072,1.47,APO
54527380,"       (2025 HU1)",0.3914,1.93,APO
54527382,"       (2025 HW1)",0.6072,1.64,APO
54527384,"       (2025 HY1)",0.5017,2.9,APO
54527388,"       (2025 HC2)",0.3236,1.25,APO
54527391,"       (2025 HD2)",0.5843,2.9,APO
54527392,"       (2025 HG2)",0.2929,1.72,APO
54527443,"       (2025 HO2)",0.2478,1.55,APO
54527447,"       (2025 HU2)",0.3478,1.83,APO
54527448,"       (2025 HV2)",0.6060,2.92,APO
54527455,"       (2025 HD3)",0.4442,0.759,ATE
54527457,"       (2025 HE3)",0.1359,0.919,ATE
54527596,"       (2025 HN3)",0.5662,2.66,APO
54527600,"       (2025 HU3)",0.5440,3.38,AMO
54527604,"       (2025 HX3)",0.5540,3.03,APO
54527648,"       (2025 HM4)",0.6165,2.07,APO
54527649,"       (2025 HN4)",0.2923,1.47,APO
54527650,"       (2025 HO4)",0.5520,1.39,APO
54527651,"       (2025 HP4)",0.5404,2.98,APO
54527652,"       (2025 HQ4)",0.6469,0.508,ATE
54527653,"       (2025 HR4)",0.1768,1.36,APO
54527654,"       (2025 HS4)",0.5311,2.84,APO
54527656,"       (2025 HU4)",0.7503,1.36,APO
54527660,"       (2025 HA5)",0.4559,0.708,ATE
54527733,"       (2025 HC5)",0.4044,2.23,APO
54527735,"       (2025 HF5)",0.2797,1.65,APO
54527736,"       (2025 HJ5)",0.5063,2.94,APO
54527737,"       (2025 HL5)",0.6029,4.04,APO
54527890,"       (2025 HM6)",0.4822,2.4,APO
54527891,"       (2025 HN6)",0.1325,1.27,APO
54527895,"       (2025 HT6)",0.3574,1.65,APO
54528045,"       (2025 HA7)",0.6300,3.92,APO
54528048,"       (2025 HF12)",0.4200,0.957,ATE
54528050,"       (2025 HO12)",0.3519,1.17,APO
54528326,"       (2025 HB13)",0.2592,1.13,APO
54528327,"       (2025 HM15)",0.6723,4.04,APO
54528328,"       (2025 HS18)",0.5799,3.67,APO
54528331,"       (2025 HA19)",0.4103,0.75,ATE
54528529,"       (2025 HD19)",0.2852,1.04,APO
54528530,"       (2025 HP22)",0.3951,1.7,APO
54528531,"       (2025 JA)",0.0997,1.09,APO
54528735,"       (2025 JB)",0.3656,1.39,APO
54528736,"       (2025 JC)",0.4417,1.84,APO
54528737,"       (2025 JE)",0.1658,1.14,APO
54528916,"       (2025 JF)",0.7331,2.59,APO
54528917,"       (2025 JG)",0.3436,1.85,APO
54528918,"       (2025 JJ)",0.5253,1.23,APO
54528919,"       (2025 JK)",0.0807,1.01,APO
54528923,"       (2025 JO)",0.6155,2.98,APO
54528924,"       (2025 JP)",0.3833,2.08,APO
54528925,"       (2025 JR)",0.5361,3.06,APO
54529103,"       (2025 JU)",0.5494,2.35,APO
54529104,"       (2025 JX)",0.2076,1.32,APO
54529106,"       (2025 JA1)",0.5569,2.96,APO
54529108,"       (2025 JC1)",0.3460,1.45,APO
54529311,"       (2025 JK1)",0.5373,3.24,APO
54529313,"       (2025 JP1)",0.3091,1.07,APO
54529548,"       (2025 JV1)",0.2748,1.68,AMO
54529549,"       (2025 JW1)",0.3285,0.981,ATE
54529550,"       (2025 JX1)",0.2492,0.792,ATE
54529552,"       (2025 JZ1)",0.5205,2.38,APO
54529553,"       (2025 JA2)",0.5357,0.58,ATE
54529727,"       (2025 JG2)",0.2438,0.832,ATE
54529811,"       (2025 JH2)",0.0823,0.942,ATE
54532561,"       (2025 KA)",0.5260,2.72,APO
54532560,"       (2025 KB)",0.1657,1.35,APO
54532848,"       (2025 KC)",0.4881,2.77,APO
54532862,"       (2025 KD)",0.3054,1.67,APO
54532863,"       (2025 KE)",0.5381,3.32,AMO
54532864,"       (2025 KF)",0.5964,3.53,APO
54532866,"       (2025 KH)",0.5218,2.61,APO
54532867,"       (2025 KJ)",0.5579,2.2,APO
54532942,"       (2025 KK)",0.2041,1.37,APO
54532943,"       (2025 KL)",0.5267,3.12,APO
54532945,"       (2025 KM)",0.1734,1.34,APO
54532946,"       (2025 KN)",0.5555,3.01,APO
54532948,"       (2025 KP)",0.3363,1.37,APO
54532951,"       (2025 KR)",0.6381,3.7,APO
54532955,"       (2025 KW)",0.5799,3.21,APO
54532957,"       (2025 KY)",0.6057,2.88,APO
54532960,"       (2025 KZ)",0.6305,2.45,APO
54532961,"       (2025 KB1)",0.1987,0.828,ATE
54533004,"       (2025 KC1)",0.2681,1.33,APO
54533007,"       (2025 KE1)",0.4701,1.86,APO
54533008,"       (2025 KF1)",0.4266,2.06,APO
54533011,"       (2025 KJ1)",0.2886,1.15,APO
54533010,"       (2025 KK1)",0.7109,2.87,APO
54533092,"       (2025 KM1)",0.5827,3.13,APO
54533098,"       (2025 KS1)",0.2487,0.787,ATE
54533097,"       (2025 KT1)",0.3413,1.76,APO
54533158,"       (2025 KZ1)",0.3924,0.656,ATE
54533159,"       (2025 KB2)",0.1403,0.962,ATE
54533161,"       (2025 KF2)",0.4196,2.29,APO
54533318,"       (2025 KX2)",0.1266,1.19,APO
54533320,"       (2025 KA3)",0.5814,2.65,APO
54533415,"       (2025 KX3)",0.3282,1.77,APO
54533416,"       (2025 KZ3)",0.0678,1.11,APO
54533419,"       (2025 KC4)",0.3116,1.85,AMO
54533421,"       (2025 KE4)",0.1108,1.09,APO
54533422,"       (2025 KF4)",0.2288,0.766,ATE
54533501,"       (2025 KQ4)",0.4091,1.83,APO
54533502,"       (2025 KR4)",0.1674,1.01,APO
54533505,"       (2025 KV4)",0.4067,2.16,APO
54533600,"       (2025 KY4)",0.1287,1.24,APO
54533603,"       (2025 KS6)",0.7321,3.14,APO
54533602,"       (2025 KT6)",0.5433,3.35,AMO
54533827,"       (2025 KS8)",0.3495,1.3,APO
54533903,"       (2025 KV8)",0.2707,1.22,APO
54533904,"       (2025 KW8)",0.3539,1.62,APO
54533905,"       (2025 KX8)",0.3122,1.49,APO
54534095,"       (2025 KH13)",0.2185,1.38,APO
54534002,"       (2025 LA)",0.6529,4.45,APO
54534093,"       (2025 LB)",0.5656,3.29,APO
54534234,"       (2025 LD)",0.2080,1.37,APO
54534236,"       (2025 LE)",0.4127,0.806,ATE
54534235,"       (2025 LF)",0.3678,2.11,AMO
54534290,"       (2025 LH)",0.5828,3.38,APO
54534334,"       (2025 LK)",0.2734,1.42,APO
54534335,"       (2025 LL)",0.5777,3.57,APO
54534336,"       (2025 LM)",0.6604,3.42,APO
54534337,"       (2025 LN)",0.4081,2.03,APO
54534379,"       (2025 LQ)",0.5954,3.37,APO
54534380,"       (2025 LR)",0.2714,1.25,APO
54534646,"       (2025 LS)",0.6250,4.05,APO
54534675,"       (2025 LT)",0.3572,1.98,APO
54534705,"       (2025 LV)",0.6301,2.94,APO
54534706,"       (2025 LW)",0.3325,0.931,ATE
54534707,"       (2025 LX)",0.5791,3.32,APO
54534879,"       (2025 LD1)",0.5609,3.06,APO
54534751,"       (2025 MA)",0.5153,2.87,APO
54534750,"       (2025 MB)",0.2586,1.38,APO
54534775,"       (2025 MC)",0.5319,3.17,APO
54534778,"       (2025 MF)",0.2068,0.884,ATE
54534882,"       (2025 MG)",0.7642,1.5,APO
54534885,"       (2025 MJ)",0.4158,2.16,APO
54534887,"       (2025 ML)",0.6051,3.86,APO
54535016,"       (2025 MM)",0.3416,1.71,APO
54535017,"       (2025 MO)",0.2846,1.7,AMO
54535060,"       (2025 MP)",0.5839,2.73,APO
54535061,"       (2025 MQ)",0.6331,3.8,APO
54535062,"       (2025 MR)",0.3239,0.688,ATE
54535069,"       (2025 MZ)",0.6471,3.81,APO
54535073,"       (2025 MD1)",0.4661,2.51,APO
