"spkid","full_name","e","per_y","class"
3477705,"       (2009 WX6)",0.5426,2.34,APO
3477706,"       (2009 WD7)",0.5932,3.75,APO
3477708,"       (2009 WG7)",0.2540,1.38,APO
3477940,"       (2009 WW7)",0.2620,1.14,APO
3477941,"       (2009 WX7)",0.4582,2.44,APO
3477942,"       (2009 WY7)",0.6087,0.524,ATE
3477944,"       (2009 WM8)",0.4422,2.45,APO
3477945,"       (2009 WN8)",0.3577,0.781,ATE
3478007,"       (2009 WB11)",0.4711,2.26,APO
3478249,"       (2009 WQ25)",0.7194,3.92,APO
3478253,"       (2009 WU25)",0.6016,3.77,APO
3478254,"       (2009 WV25)",0.4269,1.66,APO
3478344,"       (2009 WV51)",0.4325,1.26,APO
3478348,"       (2009 WA52)",0.4753,2.42,APO
3478351,"       (2009 WQ52)",0.6606,4.13,APO
3478352,"       (2009 WR52)",0.1549,1.05,APO
3478651,"       (2009 WA54)",0.3808,1.98,APO
3478652,"       (2009 WB54)",0.3572,1.6,APO
3478654,"       (2009 WD54)",0.2957,0.74,ATE
3479117,"       (2009 WC106)",0.1782,1.13,APO
3479119,"       (2009 WE106)",0.5026,2.77,APO
3479121,"       (2009 WG106)",0.3132,1.68,APO
3479123,"       (2009 WJ106)",0.6450,1.6,APO
3483055,"       (2009 XV)",0.6872,4.12,APO
3483205,"       (2009 XR1)",0.4074,2.08,APO
3483326,"       (2009 XO2)",0.4882,2.69,APO
3483327,"       (2009 XP2)",0.1986,1.34,APO
3483328,"       (2009 XQ2)",0.5659,1.26,APO
3483513,"       (2009 XT6)",0.7674,3.22,APO
3483541,"       (2009 XZ6)",0.2017,1.35,APO
3483800,"       (2009 YF)",0.1215,0.904,ATE
3483886,"       (2009 YR)",0.1101,0.914,ATE
3483887,"       (2009 YS)",0.1798,1.3,APO
3484581,"       (2010 AF)",0.2978,0.944,ATE
3484643,"       (2010 AR1)",0.3711,1.88,APO
3484837,"       (2010 AM2)",0.5178,1.78,APO
3484927,"       (2010 AG3)",0.2812,1.61,APO
3484928,"       (2010 AH3)",0.4248,2.14,APO
3484929,"       (2010 AJ3)",0.3070,1.36,APO
3485259,"       (2010 AE30)",0.4168,1.43,APO
3485261,"       (2010 AG30)",0.6947,3.4,APO
3485264,"       (2010 AL30)",0.3076,1.07,APO
3485631,"       (2010 AF40)",0.4644,1.38,APO
3485808,"       (2010 AN60)",0.5737,2.83,APO
3485969,"       (2010 AN61)",0.1319,1.24,APO
3485971,"       (2010 BC)",0.5703,2.69,APO
3486468,"       (2010 BU2)",0.5858,3.72,APO
3487954,"       (2010 BG5)",0.3867,1.79,APO
54180389,"       (2010 BV132)",0.1797,1.36,APO
3506746,"       (2010 CA)",0.4599,1.51,APO
3507182,"       (2010 CJ1)",0.4950,1.96,APO
3508107,"       (2010 CJ18)",0.2601,1.31,APO
3508109,"       (2010 CB19)",0.3102,1.04,APO
3508116,"       (2010 CK19)",0.1500,0.98,ATE
3508117,"       (2010 CM19)",0.3155,1.74,APO
3508118,"       (2010 CN19)",0.2838,1.03,APO
3508120,"       (2010 CQ19)",0.6464,4.71,APO
3508125,"       (2010 CS19)",0.4406,2.29,APO
3508133,"       (2010 CD55)",0.2013,1.04,APO
3508142,"       (2010 DL)",0.3138,1.57,APO
3508146,"       (2010 DO)",0.7456,2.05,APO
3508149,"       (2010 DG1)",0.6523,2.68,APO
3508151,"       (2010 DJ1)",0.7080,3.36,APO
3508155,"       (2010 DU1)",0.5407,2.2,APO
3508160,"       (2010 DE2)",0.3582,1.92,APO
3511311,"       (2010 DG77)",0.6501,4.54,APO
3511361,"       (2010 ES12)",0.6548,3.77,APO
3511828,"       (2010 EC43)",0.6041,3.79,APO
3511831,"       (2010 EF43)",0.5897,2.88,APO
3511892,"       (2010 EF44)",0.8883,3.23,APO
3511894,"       (2010 EK44)",0.7718,4.79,APO
3511895,"       (2010 EN44)",0.1900,1.28,APO
3511916,"       (2010 FD)",0.6544,4.69,APO
3512277,"       (2010 FM)",0.2702,0.739,ATE
3512278,"       (2010 FN)",0.2111,0.985,ATE
3512281,"       (2010 FQ)",0.3563,1.89,APO
3512283,"       (2010 FS)",0.3175,0.689,ATE
3512284,"       (2010 FT)",0.1946,1.14,APO
3512348,"       (2010 FD6)",0.4352,1.74,APO
3512647,"       (2010 FE7)",0.5532,2.72,APO
3512698,"       (2010 FR9)",0.3813,1.98,APO
3512701,"       (2010 FU9)",0.5829,3.27,APO
3512702,"       (2010 FV9)",0.2874,1.23,APO
3512703,"       (2010 FW9)",0.4326,2.1,APO
3512704,"       (2010 FX9)",0.3670,1.2,APO
3513050,"       (2010 FY9)",0.1508,0.839,ATE
3513052,"       (2010 FA10)",0.3961,1.91,APO
3514798,"       (2010 FG81)",0.3930,2.14,APO
3514890,"       (2010 GA6)",0.5979,3.5,APO
3514892,"       (2010 GD6)",0.0587,1.05,APO
3515026,"       (2010 GF7)",0.4503,2.18,APO
3515028,"       (2010 GH7)",0.2997,1.66,APO
3515377,"       (2010 GU21)",0.5639,3.22,APO
3515381,"       (2010 GM23)",0.4426,1.51,APO
3515451,"       (2010 GV23)",0.2029,0.896,ATE
3515452,"       (2010 GW23)",0.5281,2.19,APO
3515456,"       (2010 GD25)",0.4808,2.44,APO
3515659,"       (2010 GP33)",0.3573,1.88,APO
3515693,"       (2010 GE35)",0.6164,3.32,APO
3516408,"       (2010 GK65)",0.4428,0.886,ATE
3516409,"       (2010 GL65)",0.4864,2.65,APO
3516488,"       (2010 GO67)",0.7423,1.79,APO
3516489,"       (2010 GP67)",0.1074,1.18,APO
3517314,"       (2010 HF)",0.3794,2.07,APO
3518217,"       (2010 HP20)",0.5355,2.82,APO
3518258,"       (2010 HS20)",0.5517,3.29,APO
3518265,"       (2010 HW20)",0.0501,1.02,APO
3520758,"       (2010 HX107)",0.3004,0.717,ATE
3519453,"       (2010 JA)",0.2932,1.34,APO
3519518,"       (2010 JK1)",0.1503,1.04,APO
3519521,"       (2010 JH3)",0.4708,2.33,APO
3519522,"       (2010 JJ3)",0.5804,3.33,APO
3520202,"       (2010 JK33)",0.6110,3.33,APO
3520209,"       (2010 JO33)",0.5931,3.98,AMO
3520662,"       (2010 JR34)",0.1447,0.94,ATE
3520667,"       (2010 JW34)",0.0547,0.972,ATE
3520757,"       (2010 JW39)",0.3902,2.1,APO
3520759,"       (2010 JJ41)",0.6686,1.1,APO
3521854,"       (2010 JH80)",0.7786,3.02,APO
3522155,"       (2010 JE88)",0.7640,3.06,APO
3522159,"       (2010 JL88)",0.5039,1.7,APO
3522160,"       (2010 JH110)",0.5668,3.56,APO
3522631,"       (2010 KC)",0.6071,0.691,ATE
3522633,"       (2010 KE)",0.2452,1.48,APO
3523338,"       (2010 KV7)",0.2185,1.34,APO
3523341,"       (2010 KB8)",0.8269,1.61,APO
3523943,"       (2010 KO10)",0.5289,2.74,APO
3523945,"       (2010 KQ10)",0.6622,3.68,APO
3523946,"       (2010 KR10)",0.5863,3.19,APO
3524071,"       (2010 KK37)",0.4315,1.91,APO
3525129,"       (2010 KV39)",0.2557,0.939,ATE
54114211,"       (2010 KD149)",0.2118,0.838,ATE
3529053,"       (2010 LK34)",0.8073,2.47,APO
3529599,"       (2010 LZ63)",0.7609,2.6,APO
3529602,"       (2010 LC64)",0.5526,2.85,APO
3529623,"       (2010 LK68)",0.4736,1.26,APO
3532368,"       (2010 LV108)",0.6359,4.63,APO
3529626,"       (2010 MA)",0.3481,0.775,ATE
3532406,"       (2010 MY1)",0.2114,1.34,APO
3532407,"       (2010 MZ1)",0.3058,1.82,AMO
3536555,"       (2010 MU112)",0.5398,2.33,APO
3536556,"       (2010 NG)",0.3445,1.9,APO
3536557,"       (2010 NH)",0.5428,3.01,APO
3536563,"       (2010 NK)",0.5208,1.53,APO
3536564,"       (2010 NL)",0.4309,2.14,APO
3536571,"       (2010 NN)",0.4482,2.38,APO
3536593,"       (2010 NK1)",0.1837,1.02,APO
3537858,"       (2010 OA1)",0.4426,2.33,APO
3542517,"       (2010 PH9)",0.1843,1.42,AMO
3542518,"       (2010 PJ9)",0.5667,2.72,APO
3542519,"       (2010 PK9)",0.6759,0.563,ATE
3544980,"       (2010 PS66)",0.2416,1.56,AMO
3545399,"       (2010 QG2)",0.5160,2.15,APO
3545414,"       (2010 RC)",0.4477,2.53,AMO
3545416,"       (2010 RE)",0.1858,1.05,APO
3545480,"       (2010 RV3)",0.8980,3.85,APO
3545482,"       (2010 RX3)",0.6193,4.28,APO
3545483,"       (2010 RY3)",0.6195,4.21,APO
3545510,"       (2010 RY11)",0.3101,1.5,APO
3545511,"       (2010 RZ11)",0.6355,3.6,APO
3545513,"       (2010 RB12)",0.6316,3.71,APO
3545552,"       (2010 RF12)",0.1883,1.09,APO
3545558,"       (2010 RX30)",0.3884,0.757,ATE
3545630,"       (2010 RE31)",0.3231,0.953,ATE
3545713,"       (2010 RJ43)",0.4959,0.831,ATE
3545715,"       (2010 RL43)",0.6220,3.58,APO
3545815,"       (2010 RJ53)",0.4071,1.1,APO
3545901,"       (2010 RK53)",0.3141,1.56,APO
3545907,"       (2010 RP64)",0.5207,3.05,APO
3545908,"       (2010 RQ64)",0.5006,2.92,AMO
3545973,"       (2010 RM80)",0.1996,1.28,APO
3545979,"       (2010 RS80)",0.3695,1.77,APO
3545981,"       (2010 RM82)",0.4167,1.29,APO
3546367,"       (2010 RA91)",0.3490,1.26,APO
3546697,"       (2010 RB130)",0.5248,3.17,AMO
3546699,"       (2010 RD130)",0.5247,2.63,APO
3547804,"       (2010 RA147)",0.6544,3.18,APO
3552292,"       (2010 RF181)",0.5450,3.29,APO
3546701,"       (2010 SC)",0.3496,1.97,AMO
3546702,"       (2010 SD)",0.4056,1.62,APO
3546703,"       (2010 SE)",0.2908,1.07,APO
3546704,"       (2010 SF)",0.2196,0.768,ATE
3546743,"       (2010 SP3)",0.6326,2.82,APO
3546795,"       (2010 SW3)",0.4008,2.06,APO
3546798,"       (2010 SZ3)",0.1417,1.29,AMO
3547175,"       (2010 SX11)",0.2488,1.25,APO
3547611,"       (2010 SK13)",0.7132,3.86,APO
3547770,"       (2010 TD)",0.6768,3.21,APO
3547771,"       (2010 TE)",0.1979,0.865,ATE
3547799,"       (2010 TK)",0.3805,1.47,APO
3547937,"       (2010 TN4)",0.4349,2.26,APO
3548082,"       (2010 TG19)",0.5634,3.06,APO
3548241,"       (2010 TQ19)",0.2935,1.71,APO
3548242,"       (2010 TS19)",0.7002,3.73,APO
3548525,"       (2010 TB54)",0.2795,1.24,APO
3548527,"       (2010 TD54)",0.6422,2.77,APO
3548529,"       (2010 TG54)",0.5251,2.17,APO
3548665,"       (2010 TV54)",0.6146,2.66,APO
3548666,"       (2010 TW54)",0.2340,1.06,APO
3548887,"       (2010 TE55)",0.1280,0.924,ATE
3548892,"       (2010 TN55)",0.7861,3.47,APO
3548893,"       (2010 TO55)",0.4116,2.19,APO
3549033,"       (2010 TP55)",0.6694,3.61,APO
3549391,"       (2010 TU149)",0.8249,3.29,APO
3549393,"       (2010 TW149)",0.6168,2.61,APO
3549565,"       (2010 TN167)",0.5879,2.22,APO
3549694,"       (2010 TX168)",0.5235,1.81,APO
54417772,"       (2010 TJ181)",0.6048,4.07,APO
3549566,"       (2010 UB)",0.5203,2.97,APO
3549617,"       (2010 UC)",0.0657,0.914,ATE
3549619,"       (2010 UE)",0.6921,4.01,APO
3549638,"       (2010 UH)",0.3079,1.59,APO
3549639,"       (2010 UJ)",0.0989,0.912,ATE
3549640,"       (2010 UK)",0.2184,0.806,ATE
3549696,"       (2010 UP)",0.0990,1.1,APO
3550041,"       (2010 UX6)",0.5981,3.96,APO
3550046,"       (2010 UC7)",0.5677,2.59,APO
3550057,"       (2010 UG7)",0.7734,3.35,APO
3550073,"       (2010 UJ7)",0.3172,0.71,ATE
3550075,"       (2010 UM7)",0.6831,4.64,APO
3550082,"       (2010 UQ7)",0.6783,3.85,APO
3550083,"       (2010 UR7)",0.6197,3.46,APO
3550089,"       (2010 UY7)",0.1496,0.848,ATE
3550090,"       (2010 UZ7)",0.6336,3.27,APO
3550127,"       (2010 UK8)",0.6973,3.24,APO
3550232,"       (2010 UE51)",0.0724,1.11,APO
3550117,"       (2010 VB)",0.3320,0.887,ATE
3550130,"       (2010 VF)",0.7552,2.53,APO
3550139,"       (2010 VQ)",0.1974,0.799,ATE
3550298,"       (2010 VB1)",0.2710,1.21,APO
3550308,"       (2010 VN1)",0.4655,2.08,APO
3550309,"       (2010 VO1)",0.2711,1.62,APO
3550464,"       (2010 VT11)",0.6117,2.32,APO
3550466,"       (2010 VZ11)",0.1537,1.16,APO
3550607,"       (2010 VO21)",0.2604,1.53,APO
3550608,"       (2010 VP21)",0.5344,0.608,ATE
3550610,"       (2010 VR21)",0.6565,3.74,APO
3550612,"       (2010 VT21)",0.0867,1.1,APO
3550613,"       (2010 VU21)",0.7241,3.09,APO
3550888,"       (2010 VL65)",0.1480,1.11,APO
3550892,"       (2010 VS71)",0.6572,1.72,APO
3551066,"       (2010 VC72)",0.1370,1.25,APO
3551067,"       (2010 VD72)",0.1813,0.88,ATE
3551168,"       (2010 VQ98)",0.0271,1.03,APO
3551326,"       (2010 VV98)",0.5837,2.78,APO
3551406,"       (2010 VD139)",0.2390,0.776,ATE
3551475,"       (2010 VK139)",0.2822,0.689,ATE
3551519,"       (2010 VL139)",0.5173,2.68,APO
3551476,"       (2010 VM139)",0.2914,1.68,APO
3551478,"       (2010 VO139)",0.7016,2.96,APO
3551520,"       (2010 VP139)",0.3065,1.32,APO
3551480,"       (2010 VR139)",0.3010,1.72,APO
3552154,"       (2010 VZ139)",0.5043,2.07,APO
3551526,"       (2010 VC140)",0.3317,1.81,APO
3552162,"       (2010 VW194)",0.4662,2.46,APO
3552161,"       (2010 WA)",0.5045,2.21,APO
3552163,"       (2010 WB)",0.2881,1.58,APO
3552164,"       (2010 WC)",0.3427,0.74,ATE
3552523,"       (2010 WS)",0.3134,0.896,ATE
3552530,"       (2010 WC1)",0.1604,1.22,APO
3552531,"       (2010 WD1)",0.2583,0.821,ATE
3552535,"       (2010 WJ1)",0.5740,3,APO
3552538,"       (2010 WC3)",0.1965,1.36,APO
3552578,"       (2010 WR7)",0.2356,1.07,APO
3552655,"       (2010 WV8)",0.6718,3.1,APO
3552659,"       (2010 WW8)",0.3128,1.79,APO
3552661,"       (2010 WZ8)",0.5035,2.77,APO
3552662,"       (2010 WA9)",0.3156,1.36,APO
3552664,"       (2010 WC9)",0.2841,1.11,APO
3552665,"       (2010 WD9)",0.3060,1.62,APO
3552668,"       (2010 XB)",0.6530,2.37,APO
3552682,"       (2010 XC)",0.3250,1.72,APO
3552689,"       (2010 XN)",0.3465,1.2,APO
3552690,"       (2010 XO)",0.2406,1.5,APO
3552693,"       (2010 XR)",0.6693,2.76,APO
3552770,"       (2010 XU)",0.2941,1.54,APO
3552773,"       (2010 XX)",0.6069,3.95,APO
3553060,"       (2010 XT10)",0.2900,1.64,APO
3553061,"       (2010 XU10)",0.0595,0.92,ATE
3553062,"       (2010 XA11)",0.3716,0.858,ATE
3553155,"       (2010 XJ11)",0.6169,2.71,APO
3553229,"       (2010 XA24)",0.5830,3.14,APO
3553279,"       (2010 XB24)",0.4391,1.46,APO
3553281,"       (2010 XA25)",0.4701,2.48,APO
3553283,"       (2010 XC25)",0.5281,2.3,APO
3553433,"       (2010 XS45)",0.3955,1.13,APO
3553584,"       (2010 XM56)",0.5312,1.96,APO
3553665,"       (2010 XW58)",0.3992,2.03,APO
3553667,"       (2010 XZ58)",0.3251,1.64,APO
3553701,"       (2010 XF64)",0.3253,1.8,APO
3553961,"       (2010 XN69)",0.4999,2.64,APO
3553962,"       (2010 XO69)",0.2729,1.29,APO
3553986,"       (2010 XP69)",0.3427,1.88,APO
3553987,"       (2010 XQ69)",0.4504,0.819,ATE
3553988,"       (2010 XR69)",0.5168,0.772,ATE
3554416,"       (2010 YD)",0.5383,2.92,APO
3554439,"       (2010 YO)",0.4394,0.628,ATE
3554640,"       (2010 YR)",0.1996,0.955,ATE
3554641,"       (2010 YS)",0.6042,3.65,APO
3554862,"       (2010 YW)",0.4474,2.36,APO
3555014,"       (2011 AN1)",0.2790,1.39,APO
3555017,"       (2011 AD3)",0.6830,4.79,APO
3555043,"       (2011 AE3)",0.1556,0.973,ATE
3555018,"       (2011 AF3)",0.8172,3.51,APO
3555046,"       (2011 AN4)",0.5332,2.78,APO
3555070,"       (2011 AU4)",0.1105,1.11,APO
3555072,"       (2011 AH5)",0.2901,1.12,APO
3555152,"       (2011 AX22)",0.3368,0.95,ATE
3555153,"       (2011 AY22)",0.6015,3.1,APO
3555154,"       (2011 AZ22)",0.5759,2.94,APO
3555165,"       (2011 AT26)",0.6971,3.66,APO
3555172,"       (2011 AB37)",0.2086,1.18,APO
3555203,"       (2011 AK37)",0.6611,4.77,APO
3555204,"       (2011 AL37)",0.5017,1.77,APO
3555208,"       (2011 AM37)",0.1474,1.15,APO
3555205,"       (2011 AN37)",0.2345,1.24,APO
3555210,"       (2011 AN52)",0.5493,1.89,APO
3555627,"       (2011 BF10)",0.2776,1.57,APO
3555628,"       (2011 BG10)",0.6186,3.93,APO
3555652,"       (2011 BW10)",0.7219,2.06,APO
3555653,"       (2011 BX10)",0.6454,4.71,APO
3555654,"       (2011 BY10)",0.4168,2.02,APO
3555675,"       (2011 BV11)",0.6733,2.8,APO
3555676,"       (2011 BW11)",0.7542,2.8,APO
3555679,"       (2011 BZ11)",0.4718,1.66,APO
3555763,"       (2011 BY18)",0.7832,3.4,APO
3555767,"       (2011 BE24)",0.5390,3.05,APO
3555768,"       (2011 BF24)",0.3619,1.63,APO
3555769,"       (2011 BG24)",0.3191,1.66,APO
3555794,"       (2011 BY24)",0.4919,2.6,APO
3558389,"       (2011 BE38)",0.7097,4.27,APO
3555795,"       (2011 BF39)",0.6079,3.95,APO
3555886,"       (2011 BH39)",0.4451,1.42,APO
3556018,"       (2011 BP40)",0.1536,1.19,APO
3556125,"       (2011 BL45)",0.0210,1.06,APO
3556126,"       (2011 BM45)",0.8031,2.66,APO
3556127,"       (2011 BQ50)",0.0974,0.927,ATE
3557087,"       (2011 BM59)",0.4617,1.68,APO
3557636,"       (2011 BT59)",0.9449,3.94,APO
3557752,"       (2011 BU59)",0.3944,1.41,APO
3557758,"       (2011 BV59)",0.5392,2.86,APO
3556206,"       (2011 CQ1)",0.2046,0.766,ATE
3556207,"       (2011 CR1)",0.3430,1.89,APO
3556961,"       (2011 CY3)",0.4253,1.68,APO
3556962,"       (2011 CZ3)",0.5103,2,APO
3556963,"       (2011 CA4)",0.2829,1.48,APO
3556968,"       (2011 CT4)",0.7184,2.27,APO
3556972,"       (2011 CZ6)",0.4423,2.42,APO
3557081,"       (2011 CA7)",0.2883,1.12,APO
3557196,"       (2011 CC22)",0.1153,1.19,APO
3557197,"       (2011 CD22)",0.5233,1.46,APO
3557199,"       (2011 CF22)",0.6752,2.74,APO
3557330,"       (2011 CH22)",0.2328,0.794,ATE
3557338,"       (2011 CL33)",0.2667,1.6,APO
3557482,"       (2011 CU46)",0.5365,1.67,APO
3557484,"       (2011 CW46)",0.1562,1.07,APO
3557536,"       (2011 CL50)",0.1459,0.829,ATE
3557543,"       (2011 CD66)",0.4371,0.585,ATE
3557545,"       (2011 CF66)",0.3109,1.03,APO
3557546,"       (2011 CG66)",0.7537,2.42,APO
3557827,"       (2011 DQ)",0.3432,1.9,APO
3557829,"       (2011 DS)",0.2292,1.05,APO
3557843,"       (2011 DV)",0.0493,0.937,ATE
3557878,"       (2011 DW4)",0.3583,1.97,APO
3557879,"       (2011 DX4)",0.6599,2.76,APO
3557880,"       (2011 DY4)",0.7724,2.87,APO
3557956,"       (2011 DE5)",0.6414,3.44,APO
3557957,"       (2011 DS9)",0.6423,4.25,APO
3557958,"       (2011 DT9)",0.0831,1.16,APO
3557959,"       (2011 DU9)",0.5150,2.7,APO
3558196,"       (2011 EB)",0.5977,3.47,APO
3558197,"       (2011 EC)",0.3639,1.85,APO
3558276,"       (2011 EH)",0.4834,1.79,APO
3558277,"       (2011 EJ)",0.6498,3.33,APO
3558279,"       (2011 ES4)",0.2432,1.15,APO
3558282,"       (2011 EW4)",0.3702,1.53,APO
3558372,"       (2011 EX4)",0.2736,0.791,ATE
3558375,"       (2011 EL11)",0.6902,2.82,APO
3558377,"       (2011 EN11)",0.6293,4.09,APO
3558378,"       (2011 EO11)",0.3228,1.15,APO
3558379,"       (2011 EY11)",0.3731,1.54,APO
3558381,"       (2011 EC12)",0.4511,1.02,APO
3558382,"       (2011 ED12)",0.1341,1.15,APO
3558386,"       (2011 EF17)",0.7435,3.59,APO
3558388,"       (2011 EH17)",0.6598,0.625,ATE
3558897,"       (2011 EL17)",0.4110,1.88,APO
3558899,"       (2011 EU20)",0.5040,2.63,APO
3559546,"       (2011 EV29)",0.3761,1.51,APO
3559597,"       (2011 EK40)",0.4656,1.91,APO
3559595,"       (2011 EL40)",0.7062,3.81,APO
3559596,"       (2011 EM40)",0.3714,1.23,APO
3559841,"       (2011 EN51)",0.6320,1.92,APO
3559842,"       (2011 EO51)",0.7860,1.96,APO
3559906,"       (2011 EV73)",0.3598,1.9,APO
3559907,"       (2011 EW73)",0.5545,1.61,APO
3559908,"       (2011 EB74)",0.1761,0.901,ATE
3559911,"       (2011 ET74)",0.2151,1.24,APO
3559912,"       (2011 EW74)",0.2758,1.63,APO
3560055,"       (2011 FQ2)",0.6603,4.12,APO
3560079,"       (2011 FQ6)",0.3516,0.97,ATE
3560129,"       (2011 FV6)",0.7528,2.72,APO
3560130,"       (2011 FS9)",0.0525,1.06,APO
3560131,"       (2011 FT9)",0.3540,1.89,APO
3560196,"       (2011 FQ16)",0.5297,3.1,APO
3560548,"       (2011 FQ21)",0.3196,1.5,APO
3560770,"       (2011 FZ22)",0.8816,3.64,APO
3560771,"       (2011 FA23)",0.5910,2.94,APO
3560817,"       (2011 FS29)",0.3799,1.85,APO
3560818,"       (2011 FT29)",0.6442,2.32,APO
3561030,"       (2011 FT53)",0.5290,2.98,APO
3560915,"       (2011 GA)",0.5911,2.41,APO
3560918,"       (2011 GD)",0.5449,2.88,APO
3560919,"       (2011 GE)",0.3683,1.64,APO
3561024,"       (2011 GZ2)",0.5805,2.49,APO
3561026,"       (2011 GB3)",0.2970,1.59,APO
3561029,"       (2011 GE3)",0.2925,0.735,ATE
3561034,"       (2011 GJ3)",0.2049,1.22,APO
3561772,"       (2011 GW9)",0.3752,1.51,APO
3562032,"       (2011 GP28)",0.5203,2.01,APO
3562320,"       (2011 GK44)",0.1983,0.803,ATE
3562830,"       (2011 GP59)",0.2578,0.81,ATE
3562832,"       (2011 GR59)",0.2543,1.42,APO
3562865,"       (2011 GG60)",0.6444,1.05,APO
3562866,"       (2011 GS60)",0.9226,6.17,APO
3563277,"       (2011 GC62)",0.1883,0.956,ATE
3563431,"       (2011 GV65)",0.5593,2.68,APO
3563710,"       (2011 HJ)",0.3200,1.74,APO
3564019,"       (2011 HP4)",0.6135,3.27,APO
3564040,"       (2011 HO5)",0.1368,1.08,APO
3564144,"       (2011 HC24)",0.6077,2.76,APO
3564145,"       (2011 HD24)",0.8035,3.27,APO
3564247,"       (2011 HN24)",0.3113,1.61,APO
3564719,"       (2011 HR60)",0.5988,3.27,APO
3564590,"       (2011 JA)",0.2875,1.29,APO
3564724,"       (2011 JD1)",0.3576,1.17,APO
3564854,"       (2011 JY1)",0.4127,1.42,APO
3565066,"       (2011 JM5)",0.2824,0.816,ATE
3565278,"       (2011 JN5)",0.4213,1.02,APO
3565392,"       (2011 JB10)",0.1834,1.41,AMO
3565394,"       (2011 JV10)",0.2029,1.22,APO
3566360,"       (2011 KB)",0.3637,0.776,ATE
3566606,"       (2011 KG13)",0.6193,3.49,APO
3566628,"       (2011 KE15)",0.4287,2.22,APO
3566629,"       (2011 KJ15)",0.7320,2.63,APO
3566630,"       (2011 KK15)",0.6073,3.82,APO
3566696,"       (2011 KV15)",0.6124,4.08,APO
3566699,"       (2011 KY15)",0.6030,0.522,ATE
3566814,"       (2011 KP16)",0.3512,2.03,AMO
3566974,"       (2011 KN17)",0.6759,3.38,APO
3567658,"       (2011 LZ2)",0.3064,1.63,APO
3567993,"       (2011 LC19)",0.7318,5.72,APO
3567995,"       (2011 LJ19)",0.6223,4.24,APO
3568303,"       (2011 MD)",0.0377,1.09,AMO
3568321,"       (2011 MX)",0.3977,1.71,APO
3568329,"       (2011 MW1)",0.2753,1.08,APO
3568377,"       (2011 MQ3)",0.1100,1.19,APO
3572706,"       (2011 OB)",0.5241,0.859,ATE
3574335,"       (2011 OD18)",0.5275,2.96,APO
3574344,"       (2011 OV18)",0.4390,2.08,APO
3574772,"       (2011 OB26)",0.4780,2.14,APO
3574819,"       (2011 OF26)",0.7255,3.08,APO
3575154,"       (2011 OJ45)",0.2035,1.03,APO
3575163,"       (2011 OK45)",0.2143,1.47,APO
3576729,"       (2011 OB57)",0.2423,0.927,ATE
3574830,"       (2011 PU1)",0.2459,1.49,APO
3574902,"       (2011 PE2)",0.5442,3.2,APO
3575219,"       (2011 PK10)",0.4138,2.35,AMO
3576785,"       (2011 QE23)",0.3011,1.73,APO
3577068,"       (2011 QF48)",0.6356,3.11,APO
3577069,"       (2011 QS49)",0.3374,1.85,APO
3577116,"       (2011 QD50)",0.5585,1.38,APO
3577945,"       (2011 RV14)",0.3741,1.54,APO
3578626,"       (2011 SO5)",0.5206,2.37,APO
3578975,"       (2011 SP26)",0.5865,3.82,APO
3578978,"       (2011 SS26)",0.4579,2.24,APO
3578982,"       (2011 SP32)",0.5911,3.21,APO
3578981,"       (2011 SQ32)",0.5914,3.95,AMO
3579073,"       (2011 SE58)",0.6117,2.61,APO
3579077,"       (2011 SK68)",0.2979,1.59,APO
3579460,"       (2011 SE97)",0.6668,4.01,APO
3579623,"       (2011 SC108)",0.7435,3.97,APO
3580056,"       (2011 SM173)",0.6519,3.94,APO
3580326,"       (2011 SO189)",0.5670,2.82,APO
3580665,"       (2011 SE191)",0.6533,4.14,APO
3580964,"       (2011 TO)",0.2800,0.892,ATE
3580965,"       (2011 TP)",0.4535,2.26,APO
3581506,"       (2011 TB4)",0.4557,1.49,APO
3581657,"       (2011 TQ8)",0.5913,3.14,APO
3581669,"       (2011 TX8)",0.7084,0.868,ATE
3582027,"       (2011 UB)",0.4777,2.68,APO
3582041,"       (2011 UE)",0.4386,2.39,APO
3582056,"       (2011 UT)",0.5438,2.98,APO
3582086,"       (2011 UH10)",0.3158,1.77,APO
3582088,"       (2011 UK10)",0.2593,1.36,APO
3582089,"       (2011 UL10)",0.6092,2.68,APO
3582137,"       (2011 UG20)",0.6867,1.19,APO
3582138,"       (2011 UH20)",0.3361,1.37,APO
3582145,"       (2011 UD21)",0.0304,0.968,ATE
